id,adis_visita_id,adis_especies_dispersante_id,numero,observaciones,distancia,desplazamiento,created_at,updated_at,the_geom,accuracy
186,23,17,2,"",320,5,2011-05-20 06:32:24.412985,2011-05-20 06:32:24.412985,,
187,23,17,3,"",310,5,2011-05-20 06:32:24.726304,2011-05-20 06:32:24.726304,,
188,23,17,1,"",310,35,2011-05-20 06:32:25.039818,2011-05-20 06:32:25.039818,,
189,23,17,5,"",310,45,2011-05-20 06:32:25.354046,2011-05-20 06:32:25.354046,,
190,23,17,2,"",950,5,2011-05-20 06:32:25.666837,2011-05-20 06:32:25.666837,,
191,23,17,1,"",1050,5,2011-05-20 06:32:25.980361,2011-05-20 06:32:25.980361,,
192,23,17,2,"",1050,25,2011-05-20 06:32:26.293733,2011-05-20 06:32:26.293733,,
193,23,17,2,"",1150,15,2011-05-20 06:32:26.607884,2011-05-20 06:32:26.607884,,
194,23,17,4,"",2080,25,2011-05-20 06:32:26.920747,2011-05-20 06:32:26.920747,,
195,24,17,12,"",400,5,2011-05-20 06:32:27.235422,2011-05-20 06:32:27.235422,,
196,24,17,5,"",500,5,2011-05-20 06:32:27.548363,2011-05-20 06:32:27.548363,,
197,24,17,1,"",530,5,2011-05-20 06:32:27.862351,2011-05-20 06:32:27.862351,,
198,24,17,10,"",730,5,2011-05-20 06:32:28.176453,2011-05-20 06:32:28.176453,,
199,24,17,1,"",1040,5,2011-05-20 06:32:28.490343,2011-05-20 06:32:28.490343,,
200,24,17,12,"",1110,15,2011-05-20 06:32:28.803218,2011-05-20 06:32:28.803218,,
201,24,16,1,"",1110,15,2011-05-20 06:32:29.116712,2011-05-20 06:32:29.116712,,
202,24,17,1,"",1400,35,2011-05-20 06:32:29.448147,2011-05-20 06:32:29.448147,,
203,24,17,1,"",1820,5,2011-05-20 06:32:29.760109,2011-05-20 06:32:29.760109,,
204,24,17,1,"",2260,5,2011-05-20 06:32:30.073814,2011-05-20 06:32:30.073814,,
205,25,17,2,"",300,15,2011-05-20 06:32:30.388745,2011-05-20 06:32:30.388745,,
206,25,17,1,"",1000,5,2011-05-20 06:32:30.703627,2011-05-20 06:32:30.703627,,
207,25,17,1,"",1100,5,2011-05-20 06:32:31.016626,2011-05-20 06:32:31.016626,,
208,25,16,2,"",1270,5,2011-05-20 06:32:31.329719,2011-05-20 06:32:31.329719,,
209,25,17,1,"",1400,5,2011-05-20 06:32:31.643401,2011-05-20 06:32:31.643401,,
210,25,17,5,"",1500,5,2011-05-20 06:32:31.956055,2011-05-20 06:32:31.956055,,
211,25,17,2,"",1500,45,2011-05-20 06:32:32.270551,2011-05-20 06:32:32.270551,,
212,27,17,1,"",1850,45,2011-05-20 06:32:32.584316,2011-05-20 06:32:32.584316,,
213,27,17,3,"",2020,45,2011-05-20 06:32:32.89868,2011-05-20 06:32:32.89868,,
214,27,12,1,"",2020,45,2011-05-20 06:32:33.21096,2011-05-20 06:32:33.21096,,
215,27,16,2,"",2090,35,2011-05-20 06:32:33.526016,2011-05-20 06:32:33.526016,,
216,27,17,2,"",2250,5,2011-05-20 06:32:33.84019,2011-05-20 06:32:33.84019,,
217,27,17,2,"",2400,35,2011-05-20 06:32:34.152841,2011-05-20 06:32:34.152841,,
218,27,12,1,"",2400,15,2011-05-20 06:32:34.467018,2011-05-20 06:32:34.467018,,
219,27,12,1,"",2420,5,2011-05-20 06:32:34.781128,2011-05-20 06:32:34.781128,,
220,28,17,1,"",280,5,2011-05-20 06:32:35.161551,2011-05-20 06:32:35.161551,,
221,28,17,2,"",2500,5,2011-05-20 06:32:35.474855,2011-05-20 06:32:35.474855,,
222,29,17,4,"",1960,45,2011-05-20 06:32:35.788032,2011-05-20 06:32:35.788032,,
223,29,17,2,"",2300,15,2011-05-20 06:32:36.100038,2011-05-20 06:32:36.100038,,
224,29,17,1,"",2340,5,2011-05-20 06:32:36.412377,2011-05-20 06:32:36.412377,,
225,29,17,1,"",2360,5,2011-05-20 06:32:36.72534,2011-05-20 06:32:36.72534,,
226,30,49,1,"",150,45,2011-05-20 06:32:37.039389,2011-05-20 06:32:37.039389,,
227,30,49,1,"",1700,45,2011-05-20 06:32:37.353628,2011-05-20 06:32:37.353628,,
228,31,49,4,"",170,45,2011-05-20 06:32:37.665957,2011-05-20 06:32:37.665957,,
229,31,49,1,"",345,5,2011-05-20 06:32:37.978902,2011-05-20 06:32:37.978902,,
230,31,49,1,"",345,45,2011-05-20 06:32:38.292719,2011-05-20 06:32:38.292719,,
231,31,49,1,"",890,5,2011-05-20 06:32:38.607144,2011-05-20 06:32:38.607144,,
232,31,49,1,"",1170,15,2011-05-20 06:32:38.92109,2011-05-20 06:32:38.92109,,
233,31,49,1,"",1200,5,2011-05-20 06:32:39.234273,2011-05-20 06:32:39.234273,,
234,31,49,1,"",1350,45,2011-05-20 06:32:39.548823,2011-05-20 06:32:39.548823,,
235,31,49,1,"",2360,45,2011-05-20 06:32:39.862688,2011-05-20 06:32:39.862688,,
236,32,49,1,"",350,25,2011-05-20 06:32:40.175904,2011-05-20 06:32:40.175904,,
237,32,49,1,"",595,15,2011-05-20 06:32:40.487873,2011-05-20 06:32:40.487873,,
238,32,49,1,"",1040,45,2011-05-20 06:32:40.802359,2011-05-20 06:32:40.802359,,
239,32,49,1,"",1920,15,2011-05-20 06:32:41.116852,2011-05-20 06:32:41.116852,,
240,33,12,1,"",100,45,2011-05-20 06:32:41.431258,2011-05-20 06:32:41.431258,,
241,33,12,1,"",370,5,2011-05-20 06:32:41.745103,2011-05-20 06:32:41.745103,,
242,33,12,1,"",2100,45,2011-05-20 06:32:42.058289,2011-05-20 06:32:42.058289,,
243,33,16,1,"",2120,5,2011-05-20 06:32:42.371836,2011-05-20 06:32:42.371836,,
244,33,16,1,"",2180,5,2011-05-20 06:32:42.685651,2011-05-20 06:32:42.685651,,
245,33,14,1,"",2180,5,2011-05-20 06:32:42.998721,2011-05-20 06:32:42.998721,,
246,33,14,1,"",2250,5,2011-05-20 06:32:43.311985,2011-05-20 06:32:43.311985,,
247,33,18,1,"",2300,5,2011-05-20 06:32:43.626111,2011-05-20 06:32:43.626111,,
248,34,16,1,"",350,5,2011-05-20 06:32:43.939789,2011-05-20 06:32:43.939789,,
249,34,16,1,"",1500,15,2011-05-20 06:32:44.253127,2011-05-20 06:32:44.253127,,
250,34,16,1,"",1560,15,2011-05-20 06:32:44.56662,2011-05-20 06:32:44.56662,,
251,34,12,1,"",1770,15,2011-05-20 06:32:44.880604,2011-05-20 06:32:44.880604,,
252,35,49,1,"",300,15,2011-05-20 06:32:45.195422,2011-05-20 06:32:45.195422,,
253,35,18,1,"",1450,5,2011-05-20 06:32:45.509367,2011-05-20 06:32:45.509367,,
254,35,16,1,"",1500,15,2011-05-20 06:32:45.824204,2011-05-20 06:32:45.824204,,
255,35,49,2,"",2000,45,2011-05-20 06:32:46.136742,2011-05-20 06:32:46.136742,,
256,35,16,1,"",2250,5,2011-05-20 06:32:46.449229,2011-05-20 06:32:46.449229,,
257,36,12,4,"",1430,5,2011-05-20 06:32:46.76205,2011-05-20 06:32:46.76205,,
258,37,17,1,"",50,45,2011-05-20 06:32:47.075519,2011-05-20 06:32:47.075519,,
259,37,16,2,"",60,5,2011-05-20 06:32:47.389377,2011-05-20 06:32:47.389377,,
260,37,17,4,"",1500,15,2011-05-20 06:32:47.70247,2011-05-20 06:32:47.70247,,
261,38,17,1,"",750,5,2011-05-20 06:32:48.01611,2011-05-20 06:32:48.01611,,
262,38,12,5,"",850,45,2011-05-20 06:32:48.329551,2011-05-20 06:32:48.329551,,
263,38,17,3,"",860,5,2011-05-20 06:32:48.64164,2011-05-20 06:32:48.64164,,
264,38,17,3,"",880,5,2011-05-20 06:32:48.953887,2011-05-20 06:32:48.953887,,
265,38,17,1,"",1380,5,2011-05-20 06:32:49.267564,2011-05-20 06:32:49.267564,,
266,39,17,3,"",690,5,2011-05-20 06:32:49.580943,2011-05-20 06:32:49.580943,,
267,40,16,1,"",560,25,2011-05-20 06:32:49.895353,2011-05-20 06:32:49.895353,,
268,40,14,4,"",588,45,2011-05-20 06:32:50.208847,2011-05-20 06:32:50.208847,,
269,40,12,2,"",588,45,2011-05-20 06:32:50.522829,2011-05-20 06:32:50.522829,,
270,40,18,1,"",738,15,2011-05-20 06:32:50.837693,2011-05-20 06:32:50.837693,,
271,40,16,1,"",858,35,2011-05-20 06:32:51.151103,2011-05-20 06:32:51.151103,,
272,40,49,1,"",1050,15,2011-05-20 06:32:51.465183,2011-05-20 06:32:51.465183,,
273,40,16,1,"",1100,25,2011-05-20 06:32:51.779292,2011-05-20 06:32:51.779292,,
274,40,16,1,"",1150,5,2011-05-20 06:32:52.092142,2011-05-20 06:32:52.092142,,
275,40,18,1,"",1400,5,2011-05-20 06:32:52.405417,2011-05-20 06:32:52.405417,,
276,40,16,1,"",1480,35,2011-05-20 06:32:52.719232,2011-05-20 06:32:52.719232,,
277,40,16,3,"",1760,5,2011-05-20 06:32:53.032958,2011-05-20 06:32:53.032958,,
278,40,16,6,"",1960,5,2011-05-20 06:32:53.346295,2011-05-20 06:32:53.346295,,
279,40,49,2,"",2100,25,2011-05-20 06:32:53.662087,2011-05-20 06:32:53.662087,,
280,40,17,1,En vuelo,2130,45,2011-05-20 06:32:53.97583,2011-05-20 06:32:53.97583,,
281,40,49,2,En vuelo,2130,45,2011-05-20 06:32:54.28942,2011-05-20 06:32:54.28942,,
282,41,16,1,"",575,5,2011-05-20 06:32:54.60347,2011-05-20 06:32:54.60347,,
283,41,16,2,"",660,25,2011-05-20 06:32:54.917687,2011-05-20 06:32:54.917687,,
284,41,16,1,"",660,5,2011-05-20 06:32:55.229509,2011-05-20 06:32:55.229509,,
285,41,16,1,"",1120,5,2011-05-20 06:32:55.54215,2011-05-20 06:32:55.54215,,
286,41,49,2,"",1770,5,2011-05-20 06:32:55.855523,2011-05-20 06:32:55.855523,,
