id,adis_visita_id,adis_especies_dispersante_id,numero,observaciones,distancia,desplazamiento,created_at,updated_at,the_geom,accuracy
2804,122,56,2,"",1540,5,2011-05-20 06:46:08.355236,2011-05-20 06:46:08.355236,,
2805,122,21,1,"",1640,25,2011-05-20 06:46:08.668877,2011-05-20 06:46:08.668877,,
2806,122,56,1,"",1690,5,2011-05-20 06:46:08.982527,2011-05-20 06:46:08.982527,,
2807,122,61,1,"",1700,5,2011-05-20 06:46:09.296857,2011-05-20 06:46:09.296857,,
2808,122,7,1,"",1690,15,2011-05-20 06:46:09.610016,2011-05-20 06:46:09.610016,,
2809,122,56,1,"",1690,15,2011-05-20 06:46:09.922902,2011-05-20 06:46:09.922902,,
2810,122,7,1,"",1730,5,2011-05-20 06:46:10.236733,2011-05-20 06:46:10.236733,,
2811,122,23,1,"",1950,15,2011-05-20 06:46:10.552371,2011-05-20 06:46:10.552371,,
2812,122,64,1,"",1980,5,2011-05-20 06:46:10.865956,2011-05-20 06:46:10.865956,,
2813,122,3,1,"",2130,5,2011-05-20 06:46:11.179206,2011-05-20 06:46:11.179206,,
2814,122,23,1,"",2210,5,2011-05-20 06:46:11.492107,2011-05-20 06:46:11.492107,,
2815,123,23,1,"",18,5,2011-05-20 06:46:11.806784,2011-05-20 06:46:11.806784,,
2816,123,3,1,"",20,5,2011-05-20 06:46:12.120276,2011-05-20 06:46:12.120276,,
2817,123,56,1,"",70,15,2011-05-20 06:46:12.435269,2011-05-20 06:46:12.435269,,
2818,123,56,2,"",75,15,2011-05-20 06:46:12.749538,2011-05-20 06:46:12.749538,,
2819,123,56,1,"",80,15,2011-05-20 06:46:13.063696,2011-05-20 06:46:13.063696,,
2820,123,56,7,"",100,5,2011-05-20 06:46:13.378321,2011-05-20 06:46:13.378321,,
2821,123,56,1,"",135,5,2011-05-20 06:46:13.692175,2011-05-20 06:46:13.692175,,
2822,123,56,4,"",140,45,2011-05-20 06:46:14.005275,2011-05-20 06:46:14.005275,,
2823,123,23,1,"",195,5,2011-05-20 06:46:14.31978,2011-05-20 06:46:14.31978,,
2824,123,3,2,"",235,5,2011-05-20 06:46:14.633216,2011-05-20 06:46:14.633216,,
2825,123,21,1,"",250,5,2011-05-20 06:46:14.946382,2011-05-20 06:46:14.946382,,
2826,123,23,1,"",320,5,2011-05-20 06:46:15.260189,2011-05-20 06:46:15.260189,,
2827,123,3,1,"",370,45,2011-05-20 06:46:15.573703,2011-05-20 06:46:15.573703,,
2828,123,3,1,"",350,45,2011-05-20 06:46:15.887791,2011-05-20 06:46:15.887791,,
2829,123,3,1,"",420,45,2011-05-20 06:46:16.199702,2011-05-20 06:46:16.199702,,
2830,123,3,1,"",670,5,2011-05-20 06:46:16.514344,2011-05-20 06:46:16.514344,,
2831,123,64,1,"",700,5,2011-05-20 06:46:16.82899,2011-05-20 06:46:16.82899,,
2832,123,47,2,"",780,45,2011-05-20 06:46:17.142605,2011-05-20 06:46:17.142605,,
2833,123,21,1,"",1100,5,2011-05-20 06:46:17.457326,2011-05-20 06:46:17.457326,,
2834,123,56,5,"",1130,45,2011-05-20 06:46:17.770439,2011-05-20 06:46:17.770439,,
2835,123,61,2,"",1240,5,2011-05-20 06:46:18.084498,2011-05-20 06:46:18.084498,,
2836,123,56,1,"",1300,45,2011-05-20 06:46:18.399633,2011-05-20 06:46:18.399633,,
2837,123,21,2,"",1320,15,2011-05-20 06:46:18.714802,2011-05-20 06:46:18.714802,,
2838,123,56,3,"",1320,5,2011-05-20 06:46:19.027408,2011-05-20 06:46:19.027408,,
2839,123,56,3,"",1480,5,2011-05-20 06:46:19.339649,2011-05-20 06:46:19.339649,,
2840,123,56,2,"",1490,5,2011-05-20 06:46:19.653299,2011-05-20 06:46:19.653299,,
2841,123,56,2,"",1500,5,2011-05-20 06:46:19.966375,2011-05-20 06:46:19.966375,,
2842,123,21,1,"",1500,15,2011-05-20 06:46:20.279298,2011-05-20 06:46:20.279298,,
2843,123,21,2,"",1530,15,2011-05-20 06:46:20.593156,2011-05-20 06:46:20.593156,,
2844,123,56,1,"",1510,15,2011-05-20 06:46:20.906431,2011-05-20 06:46:20.906431,,
2845,123,61,1,"",1540,5,2011-05-20 06:46:21.219701,2011-05-20 06:46:21.219701,,
2846,123,56,3,"",1510,5,2011-05-20 06:46:21.532104,2011-05-20 06:46:21.532104,,
2847,123,56,3,"",1510,45,2011-05-20 06:46:21.845573,2011-05-20 06:46:21.845573,,
2848,123,56,2,"",1620,45,2011-05-20 06:46:22.159332,2011-05-20 06:46:22.159332,,
2849,123,3,1,"",1710,45,2011-05-20 06:46:22.472246,2011-05-20 06:46:22.472246,,
2850,123,20,1,"",1750,15,2011-05-20 06:46:22.785586,2011-05-20 06:46:22.785586,,
2851,123,61,2,"",2160,5,2011-05-20 06:46:23.101373,2011-05-20 06:46:23.101373,,
2852,123,61,2,"",2310,5,2011-05-20 06:46:23.415406,2011-05-20 06:46:23.415406,,
2853,123,3,1,"",2310,45,2011-05-20 06:46:23.730137,2011-05-20 06:46:23.730137,,
13889,580,18,1,,1420,15,2012-10-30 11:33:21.276294,2012-10-30 11:33:21.276294,,
13890,580,16,1,,1580,5,2012-10-30 11:33:21.278908,2012-10-30 11:33:21.278908,,
13891,580,33,1,,319,15,2012-10-30 11:33:21.282112,2012-10-30 11:33:21.282112,,
13892,580,31,1,,147,5,2012-10-30 11:33:21.284862,2012-10-30 11:33:21.284862,,
13893,580,9,1,,1590,5,2012-10-30 11:33:21.287782,2012-10-30 11:33:21.287782,,
13894,580,61,1,,1590,5,2012-10-30 11:33:21.291664,2012-10-30 11:33:21.291664,,
13895,580,41,1,,416,25,2012-10-30 11:33:21.294861,2012-10-30 11:33:21.294861,,
13896,580,4,1,,402,15,2012-10-30 11:33:21.298478,2012-10-30 11:33:21.298478,,
13897,580,36,1,,160,5,2012-10-30 11:33:21.302082,2012-10-30 11:33:21.302082,,
13898,580,27,1,,1430,15,2012-10-30 11:33:21.31088,2012-10-30 11:33:21.31088,,
13899,580,31,1,,529,5,2012-10-30 11:33:21.313947,2012-10-30 11:33:21.313947,,
13900,580,80,1,,1800,5,2012-10-30 11:33:21.496552,2012-10-30 11:33:21.496552,,
13901,580,61,2,,1090,25,2012-10-30 11:33:21.520929,2012-10-30 11:33:21.520929,,
13902,580,27,1,,946,15,2012-10-30 11:33:21.525063,2012-10-30 11:33:21.525063,,
13903,580,61,2,,395,15,2012-10-30 11:33:21.528001,2012-10-30 11:33:21.528001,,
13904,580,50,2,,319,5,2012-10-30 11:33:21.532261,2012-10-30 11:33:21.532261,,
13905,580,36,1,,132,5,2012-10-30 11:33:21.535602,2012-10-30 11:33:21.535602,,
14109,591,20,1,,1165,35,2012-11-07 10:57:53.402837,2012-11-07 10:57:53.402837,,
14110,591,21,1,,1143,5,2012-11-07 10:57:53.407171,2012-11-07 10:57:53.407171,,
14111,591,17,1,,1130,45,2012-11-07 10:57:53.411967,2012-11-07 10:57:53.411967,,
14112,591,17,2,,888,25,2012-11-07 10:57:53.417828,2012-11-07 10:57:53.417828,,
14113,591,61,1,,663,25,2012-11-07 10:57:53.422075,2012-11-07 10:57:53.422075,,
14114,591,64,2,,302,35,2012-11-07 10:57:53.425028,2012-11-07 10:57:53.425028,,
14115,591,56,1,,355,25,2012-11-07 10:57:53.429996,2012-11-07 10:57:53.429996,,
14116,591,20,2,,1143,15,2012-11-07 10:57:53.43506,2012-11-07 10:57:53.43506,,
14117,591,12,3,,1000,35,2012-11-07 10:57:53.439412,2012-11-07 10:57:53.439412,,
14172,595,17,35,,1090,5,2012-11-07 11:43:46.648844,2012-11-07 11:43:46.648844,,
14173,595,9,1,,1700,25,2012-11-07 11:43:46.65219,2012-11-07 11:43:46.65219,,
14174,595,18,1,,1700,25,2012-11-07 11:43:46.657017,2012-11-07 11:43:46.657017,,
14175,595,82,4,,1340,5,2012-11-07 11:43:46.660208,2012-11-07 11:43:46.660208,,
14176,596,20,1,,2150,5,2012-11-07 11:47:23.081132,2012-11-07 11:47:23.081132,,
14177,596,3,2,,1930,5,2012-11-07 11:47:23.087329,2012-11-07 11:47:23.087329,,
14178,596,56,3,,660,5,2012-11-07 11:47:23.105359,2012-11-07 11:47:23.105359,,
14179,596,3,1,,1550,25,2012-11-07 11:47:23.111352,2012-11-07 11:47:23.111352,,
14180,596,17,1,,1420,5,2012-11-07 11:47:23.115669,2012-11-07 11:47:23.115669,,
14181,596,17,1,,2320,5,2012-11-07 11:47:23.119996,2012-11-07 11:47:23.119996,,
14182,596,3,3,,1590,5,2012-11-07 11:47:23.12497,2012-11-07 11:47:23.12497,,
14183,596,17,2,,2100,15,2012-11-07 11:47:23.129003,2012-11-07 11:47:23.129003,,
14184,596,20,1,,652,5,2012-11-07 11:47:23.52527,2012-11-07 11:47:23.52527,,
14185,596,17,1,,1870,5,2012-11-07 11:47:23.532699,2012-11-07 11:47:23.532699,,
14186,596,17,1,,1910,5,2012-11-07 11:47:23.54407,2012-11-07 11:47:23.54407,,
14187,597,23,1,,110,35,2012-11-07 11:50:58.181135,2012-11-07 11:50:58.181135,,
14192,597,23,1,,1700,5,2012-11-07 12:01:51.531931,2012-11-07 12:01:51.531931,,
14193,597,56,1,,730,45,2012-11-07 12:01:51.535958,2012-11-07 12:01:51.535958,,
14194,597,23,1,,690,15,2012-11-07 12:01:51.539957,2012-11-07 12:01:51.539957,,
14195,597,20,1,,430,35,2012-11-07 12:01:51.781075,2012-11-07 12:01:51.781075,,
14196,597,56,1,,1940,5,2012-11-07 12:01:51.832249,2012-11-07 12:01:51.832249,,
14197,597,20,1,,510,25,2012-11-07 12:01:51.837214,2012-11-07 12:01:51.837214,,
14198,597,7,1,,1900,5,2012-11-07 12:01:51.849011,2012-11-07 12:01:51.849011,,
14199,597,23,2,,770,5,2012-11-07 12:01:51.852095,2012-11-07 12:01:51.852095,,
14200,597,20,1,,1290,5,2012-11-07 12:01:51.856169,2012-11-07 12:01:51.856169,,
14201,597,23,1,,1160,15,2012-11-07 12:01:51.86892,2012-11-07 12:01:51.86892,,
14202,597,23,1,,1110,15,2012-11-07 12:01:51.872101,2012-11-07 12:01:51.872101,,
14203,597,7,1,,1340,45,2012-11-07 12:01:51.876136,2012-11-07 12:01:51.876136,,
14204,598,23,3,,900,5,2012-11-07 12:06:02.871167,2012-11-07 12:06:02.871167,,
14205,598,23,1,,1900,15,2012-11-07 12:06:02.884772,2012-11-07 12:06:02.884772,,
14206,598,20,1,,700,15,2012-11-07 12:06:02.888199,2012-11-07 12:06:02.888199,,
14207,598,23,2,,620,25,2012-11-07 12:06:02.891036,2012-11-07 12:06:02.891036,,
14208,598,56,2,,1790,5,2012-11-07 12:06:02.894674,2012-11-07 12:06:02.894674,,
14209,598,20,1,,500,45,2012-11-07 12:06:03.093366,2012-11-07 12:06:03.093366,,
14210,598,23,1,,1860,15,2012-11-07 12:06:03.120381,2012-11-07 12:06:03.120381,,
14211,598,56,2,,1060,5,2012-11-07 12:06:03.127349,2012-11-07 12:06:03.127349,,
14212,598,23,2,,1730,5,2012-11-07 12:06:03.131974,2012-11-07 12:06:03.131974,,
2911,125,50,1,"",56,45,2011-05-20 06:46:42.006727,2011-05-20 06:46:42.006727,,
2912,125,49,1,"",160,35,2011-05-20 06:46:42.32112,2011-05-20 06:46:42.32112,,
2913,125,50,1,"",207,15,2011-05-20 06:46:42.635932,2011-05-20 06:46:42.635932,,
2914,125,50,1,"",215,5,2011-05-20 06:46:42.948836,2011-05-20 06:46:42.948836,,
2915,125,41,1,"",252,5,2011-05-20 06:46:43.26269,2011-05-20 06:46:43.26269,,
2916,125,36,1,"",342,15,2011-05-20 06:46:43.576176,2011-05-20 06:46:43.576176,,
2917,125,16,1,"",384,15,2011-05-20 06:46:43.890785,2011-05-20 06:46:43.890785,,
2918,125,16,1,"",551,25,2011-05-20 06:46:44.203527,2011-05-20 06:46:44.203527,,
2919,125,49,1,"",551,45,2011-05-20 06:46:44.515481,2011-05-20 06:46:44.515481,,
2920,125,20,1,"",605,5,2011-05-20 06:46:44.830265,2011-05-20 06:46:44.830265,,
2921,125,66,1,"",689,45,2011-05-20 06:46:45.144685,2011-05-20 06:46:45.144685,,
2922,125,61,1,"",884,35,2011-05-20 06:46:45.458233,2011-05-20 06:46:45.458233,,
2923,125,64,1,"",607,45,2011-05-20 06:46:45.771582,2011-05-20 06:46:45.771582,,
2924,125,61,2,"",942,5,2011-05-20 06:46:46.0852,2011-05-20 06:46:46.0852,,
2925,125,50,1,"",1360,45,2011-05-20 06:46:46.398241,2011-05-20 06:46:46.398241,,
2926,125,7,1,"",1370,15,2011-05-20 06:46:46.712206,2011-05-20 06:46:46.712206,,
2927,125,50,1,"",1590,5,2011-05-20 06:46:47.024588,2011-05-20 06:46:47.024588,,
2928,125,50,1,"",1730,5,2011-05-20 06:46:47.337956,2011-05-20 06:46:47.337956,,
2929,125,50,1,"",1880,15,2011-05-20 06:46:47.65177,2011-05-20 06:46:47.65177,,
2930,125,61,1,"",1930,35,2011-05-20 06:46:47.966459,2011-05-20 06:46:47.966459,,
2931,125,16,1,"",1970,45,2011-05-20 06:46:48.281899,2011-05-20 06:46:48.281899,,
2932,125,61,2,"",2000,15,2011-05-20 06:46:48.597192,2011-05-20 06:46:48.597192,,
2933,125,61,1,"",2020,5,2011-05-20 06:46:48.910507,2011-05-20 06:46:48.910507,,
2934,125,12,1,"",2100,15,2011-05-20 06:46:49.2243,2011-05-20 06:46:49.2243,,
2935,125,61,1,"",2150,25,2011-05-20 06:46:49.538647,2011-05-20 06:46:49.538647,,
2936,125,36,3,"",2180,5,2011-05-20 06:46:49.851821,2011-05-20 06:46:49.851821,,
2937,125,61,1,"",2230,5,2011-05-20 06:46:50.165139,2011-05-20 06:46:50.165139,,
2938,125,16,1,"",2230,5,2011-05-20 06:46:50.47973,2011-05-20 06:46:50.47973,,
2939,125,41,1,"",2230,5,2011-05-20 06:46:50.792867,2011-05-20 06:46:50.792867,,
2940,125,35,2,"",2240,15,2011-05-20 06:46:51.106409,2011-05-20 06:46:51.106409,,
2941,125,16,1,"",2250,5,2011-05-20 06:46:51.420814,2011-05-20 06:46:51.420814,,
2942,125,35,3,"",2250,5,2011-05-20 06:46:51.734261,2011-05-20 06:46:51.734261,,
2943,125,50,2,"",2250,15,2011-05-20 06:46:52.047342,2011-05-20 06:46:52.047342,,
2944,125,61,1,"",2270,5,2011-05-20 06:46:52.35999,2011-05-20 06:46:52.35999,,
2945,125,50,1,"",2330,15,2011-05-20 06:46:52.673356,2011-05-20 06:46:52.673356,,
2946,125,3,2,"",2350,5,2011-05-20 06:46:52.987646,2011-05-20 06:46:52.987646,,
2947,125,3,1,"",2360,5,2011-05-20 06:46:53.300316,2011-05-20 06:46:53.300316,,
2948,125,12,2,"",2490,45,2011-05-20 06:46:53.612857,2011-05-20 06:46:53.612857,,
2949,125,65,5,"",2490,45,2011-05-20 06:46:53.92519,2011-05-20 06:46:53.92519,,
2950,126,50,1,"",300,15,2011-05-20 06:46:54.239899,2011-05-20 06:46:54.239899,,
2951,126,48,2,"",470,45,2011-05-20 06:46:54.553975,2011-05-20 06:46:54.553975,,
2952,126,5,1,"",450,45,2011-05-20 06:46:54.935696,2011-05-20 06:46:54.935696,,
2953,126,21,1,"",590,5,2011-05-20 06:46:55.248437,2011-05-20 06:46:55.248437,,
2954,126,21,1,"",770,5,2011-05-20 06:46:55.563109,2011-05-20 06:46:55.563109,,
2955,126,24,1,"",810,5,2011-05-20 06:46:55.876903,2011-05-20 06:46:55.876903,,
2956,126,45,5,"",630,15,2011-05-20 06:46:56.19096,2011-05-20 06:46:56.19096,,
2957,126,62,1,"",1100,15,2011-05-20 06:46:56.504081,2011-05-20 06:46:56.504081,,
2958,126,50,1,"",1090,25,2011-05-20 06:46:56.818371,2011-05-20 06:46:56.818371,,
2959,126,48,2,"",1150,45,2011-05-20 06:46:57.131088,2011-05-20 06:46:57.131088,,
2960,126,45,1,"",1380,45,2011-05-20 06:46:57.444462,2011-05-20 06:46:57.444462,,
2961,126,71,1,"",1470,5,2011-05-20 06:46:57.757455,2011-05-20 06:46:57.757455,,
2962,126,24,1,"",1510,45,2011-05-20 06:46:58.071421,2011-05-20 06:46:58.071421,,
2963,126,65,1,"",1970,45,2011-05-20 06:46:58.38546,2011-05-20 06:46:58.38546,,
2964,126,50,2,"",2020,25,2011-05-20 06:46:58.699016,2011-05-20 06:46:58.699016,,
2965,126,48,1,"",2040,15,2011-05-20 06:46:59.012038,2011-05-20 06:46:59.012038,,
2966,126,47,2,"",2050,45,2011-05-20 06:46:59.325721,2011-05-20 06:46:59.325721,,
2967,126,48,1,"",2150,5,2011-05-20 06:46:59.639743,2011-05-20 06:46:59.639743,,
2968,126,16,1,"",2220,5,2011-05-20 06:46:59.952639,2011-05-20 06:46:59.952639,,
2969,127,21,2,"",202,15,2011-05-20 06:47:00.266282,2011-05-20 06:47:00.266282,,
2970,127,61,1,"",260,5,2011-05-20 06:47:00.580654,2011-05-20 06:47:00.580654,,
2971,127,21,1,"",540,5,2011-05-20 06:47:00.895292,2011-05-20 06:47:00.895292,,
2972,127,48,1,"",590,5,2011-05-20 06:47:01.209176,2011-05-20 06:47:01.209176,,
2973,127,24,1,"",1100,5,2011-05-20 06:47:01.52182,2011-05-20 06:47:01.52182,,
2974,127,21,2,"",1890,5,2011-05-20 06:47:01.83572,2011-05-20 06:47:01.83572,,
2975,127,48,2,"",2200,45,2011-05-20 06:47:02.150679,2011-05-20 06:47:02.150679,,
2976,128,49,1,"",63,45,2011-05-20 06:47:02.465216,2011-05-20 06:47:02.465216,,
2977,128,16,1,"",125,15,2011-05-20 06:47:02.779105,2011-05-20 06:47:02.779105,,
2978,128,50,1,"",217,25,2011-05-20 06:47:03.092746,2011-05-20 06:47:03.092746,,
2979,128,16,1,"",271,35,2011-05-20 06:47:03.406398,2011-05-20 06:47:03.406398,,
2980,128,61,1,"",271,5,2011-05-20 06:47:03.719504,2011-05-20 06:47:03.719504,,
2981,128,49,1,"",292,25,2011-05-20 06:47:04.032477,2011-05-20 06:47:04.032477,,
2982,128,50,1,"",292,25,2011-05-20 06:47:04.345482,2011-05-20 06:47:04.345482,,
2983,128,50,2,"",315,5,2011-05-20 06:47:04.657777,2011-05-20 06:47:04.657777,,
2984,128,18,1,"",315,35,2011-05-20 06:47:04.972266,2011-05-20 06:47:04.972266,,
2985,128,50,1,"",405,35,2011-05-20 06:47:05.285926,2011-05-20 06:47:05.285926,,
2986,128,50,1,"",405,25,2011-05-20 06:47:05.599895,2011-05-20 06:47:05.599895,,
2987,128,61,1,"",405,15,2011-05-20 06:47:05.913904,2011-05-20 06:47:05.913904,,
2988,128,50,1,"",440,35,2011-05-20 06:47:06.228629,2011-05-20 06:47:06.228629,,
2989,128,50,1,"",465,35,2011-05-20 06:47:06.543569,2011-05-20 06:47:06.543569,,
2990,128,50,1,"",465,25,2011-05-20 06:47:06.858457,2011-05-20 06:47:06.858457,,
2991,128,41,1,"",465,25,2011-05-20 06:47:07.174269,2011-05-20 06:47:07.174269,,
2992,128,18,1,"",465,35,2011-05-20 06:47:07.487871,2011-05-20 06:47:07.487871,,
2993,128,50,1,"",525,25,2011-05-20 06:47:07.801633,2011-05-20 06:47:07.801633,,
2994,128,16,2,"",625,5,2011-05-20 06:47:08.115793,2011-05-20 06:47:08.115793,,
2995,128,38,2,"",690,5,2011-05-20 06:47:08.429194,2011-05-20 06:47:08.429194,,
2996,128,50,1,"",690,35,2011-05-20 06:47:08.742573,2011-05-20 06:47:08.742573,,
2997,128,16,1,"",690,25,2011-05-20 06:47:09.054451,2011-05-20 06:47:09.054451,,
2998,128,41,1,"",690,15,2011-05-20 06:47:09.369179,2011-05-20 06:47:09.369179,,
2999,128,50,1,"",800,25,2011-05-20 06:47:09.682983,2011-05-20 06:47:09.682983,,
3000,128,37,1,"",800,35,2011-05-20 06:47:09.996906,2011-05-20 06:47:09.996906,,
3001,128,50,1,"",830,15,2011-05-20 06:47:10.309652,2011-05-20 06:47:10.309652,,
3002,128,18,1,"",845,25,2011-05-20 06:47:10.623424,2011-05-20 06:47:10.623424,,
3003,128,49,1,"",975,15,2011-05-20 06:47:10.935483,2011-05-20 06:47:10.935483,,
3004,128,50,1,"",1000,15,2011-05-20 06:47:11.248412,2011-05-20 06:47:11.248412,,
3005,128,37,1,"",1000,35,2011-05-20 06:47:11.561631,2011-05-20 06:47:11.561631,,
3006,128,36,1,"",1050,5,2011-05-20 06:47:11.875238,2011-05-20 06:47:11.875238,,
3007,128,41,1,"",1050,15,2011-05-20 06:47:12.188594,2011-05-20 06:47:12.188594,,
3008,128,16,1,"",1100,25,2011-05-20 06:47:12.503372,2011-05-20 06:47:12.503372,,
3009,128,38,1,"",1100,15,2011-05-20 06:47:12.816738,2011-05-20 06:47:12.816738,,
3010,128,50,1,"",1160,25,2011-05-20 06:47:13.130734,2011-05-20 06:47:13.130734,,
3011,128,64,1,"",1160,5,2011-05-20 06:47:13.444031,2011-05-20 06:47:13.444031,,
3012,128,35,3,"",1170,5,2011-05-20 06:47:13.757019,2011-05-20 06:47:13.757019,,
3013,128,50,2,"",1180,15,2011-05-20 06:47:14.070496,2011-05-20 06:47:14.070496,,
3014,128,50,1,"",1190,5,2011-05-20 06:47:14.384011,2011-05-20 06:47:14.384011,,
3015,128,38,1,"",1190,15,2011-05-20 06:47:14.696861,2011-05-20 06:47:14.696861,,
3016,128,50,1,"",1210,5,2011-05-20 06:47:15.010496,2011-05-20 06:47:15.010496,,
3017,128,37,2,"",1220,15,2011-05-20 06:47:15.324133,2011-05-20 06:47:15.324133,,
3018,128,16,1,"",1220,5,2011-05-20 06:47:15.637441,2011-05-20 06:47:15.637441,,
3019,128,50,3,"",1260,5,2011-05-20 06:47:15.951572,2011-05-20 06:47:15.951572,,
3020,128,50,1,"",1260,45,2011-05-20 06:47:16.264199,2011-05-20 06:47:16.264199,,
3021,128,35,2,"",1400,5,2011-05-20 06:47:16.577594,2011-05-20 06:47:16.577594,,
3022,128,37,2,"",1480,5,2011-05-20 06:47:16.891999,2011-05-20 06:47:16.891999,,
3023,128,64,2,"",1510,5,2011-05-20 06:47:17.20611,2011-05-20 06:47:17.20611,,
3024,128,61,1,"",1600,5,2011-05-20 06:47:17.522218,2011-05-20 06:47:17.522218,,
3025,128,61,1,"",1620,5,2011-05-20 06:47:17.836427,2011-05-20 06:47:17.836427,,
3026,128,64,2,"",1670,15,2011-05-20 06:47:18.149722,2011-05-20 06:47:18.149722,,
3027,128,36,1,"",1730,5,2011-05-20 06:47:18.463798,2011-05-20 06:47:18.463798,,
3028,128,50,1,"",1760,25,2011-05-20 06:47:18.777374,2011-05-20 06:47:18.777374,,
3029,128,16,1,"",1760,5,2011-05-20 06:47:19.091906,2011-05-20 06:47:19.091906,,
3030,128,35,1,"",1900,5,2011-05-20 06:47:19.406509,2011-05-20 06:47:19.406509,,
3031,128,64,2,"",1900,5,2011-05-20 06:47:19.720826,2011-05-20 06:47:19.720826,,
3032,128,36,1,"",1900,45,2011-05-20 06:47:20.035364,2011-05-20 06:47:20.035364,,
3033,128,37,1,"",1930,5,2011-05-20 06:47:20.348729,2011-05-20 06:47:20.348729,,
3034,128,16,1,"",1930,15,2011-05-20 06:47:20.663601,2011-05-20 06:47:20.663601,,
3035,128,35,3,"",1930,5,2011-05-20 06:47:20.975951,2011-05-20 06:47:20.975951,,
3036,128,16,1,"",1960,5,2011-05-20 06:47:21.289356,2011-05-20 06:47:21.289356,,
3037,128,71,1,"",2000,45,2011-05-20 06:47:21.671199,2011-05-20 06:47:21.671199,,
3038,128,66,1,"",2000,45,2011-05-20 06:47:21.984217,2011-05-20 06:47:21.984217,,
3039,128,66,2,"",2090,15,2011-05-20 06:47:22.296765,2011-05-20 06:47:22.296765,,
3040,129,38,1,"",143,5,2011-05-20 06:47:22.610996,2011-05-20 06:47:22.610996,,
3041,129,16,2,"",250,5,2011-05-20 06:47:22.924539,2011-05-20 06:47:22.924539,,
3042,129,61,1,"",250,15,2011-05-20 06:47:23.237672,2011-05-20 06:47:23.237672,,
3043,129,38,1,"",250,25,2011-05-20 06:47:23.550817,2011-05-20 06:47:23.550817,,
3044,129,12,1,"",333,45,2011-05-20 06:47:23.863853,2011-05-20 06:47:23.863853,,
3045,129,61,1,"",405,5,2011-05-20 06:47:24.177022,2011-05-20 06:47:24.177022,,
3046,129,61,1,"",415,5,2011-05-20 06:47:24.489833,2011-05-20 06:47:24.489833,,
3047,129,16,1,"",585,5,2011-05-20 06:47:24.804499,2011-05-20 06:47:24.804499,,
3048,129,18,2,"",707,15,2011-05-20 06:47:25.117876,2011-05-20 06:47:25.117876,,
3049,129,41,1,"",710,45,2011-05-20 06:47:25.432365,2011-05-20 06:47:25.432365,,
3050,129,16,1,"",760,5,2011-05-20 06:47:25.74771,2011-05-20 06:47:25.74771,,
3051,129,65,2,"",825,15,2011-05-20 06:47:26.060707,2011-05-20 06:47:26.060707,,
3052,129,66,1,"",830,45,2011-05-20 06:47:26.374544,2011-05-20 06:47:26.374544,,
3053,129,36,1,"",870,45,2011-05-20 06:47:26.688791,2011-05-20 06:47:26.688791,,
3054,129,41,1,"",977,45,2011-05-20 06:47:27.003013,2011-05-20 06:47:27.003013,,
3055,129,18,2,"",1130,5,2011-05-20 06:47:27.317879,2011-05-20 06:47:27.317879,,
3056,129,65,1,"",1150,45,2011-05-20 06:47:27.631648,2011-05-20 06:47:27.631648,,
3057,129,38,1,"",1150,25,2011-05-20 06:47:27.945369,2011-05-20 06:47:27.945369,,
3058,129,38,1,"",1150,35,2011-05-20 06:47:28.260295,2011-05-20 06:47:28.260295,,
3059,129,50,1,"",1140,25,2011-05-20 06:47:28.574921,2011-05-20 06:47:28.574921,,
3060,129,38,1,"",1150,5,2011-05-20 06:47:28.888753,2011-05-20 06:47:28.888753,,
3061,129,50,1,"",1160,5,2011-05-20 06:47:29.201992,2011-05-20 06:47:29.201992,,
3062,129,49,1,"",1160,35,2011-05-20 06:47:29.520604,2011-05-20 06:47:29.520604,,
3063,129,49,1,"",1170,5,2011-05-20 06:47:29.833922,2011-05-20 06:47:29.833922,,
3064,129,50,2,"",1180,5,2011-05-20 06:47:30.147299,2011-05-20 06:47:30.147299,,
3065,129,50,1,"",1190,5,2011-05-20 06:47:30.460457,2011-05-20 06:47:30.460457,,
3066,129,50,3,"",1210,15,2011-05-20 06:47:30.772524,2011-05-20 06:47:30.772524,,
3067,129,71,4,"",1180,15,2011-05-20 06:47:31.084795,2011-05-20 06:47:31.084795,,
3068,129,16,1,"",1230,5,2011-05-20 06:47:31.398756,2011-05-20 06:47:31.398756,,
3069,129,49,1,"",1280,5,2011-05-20 06:47:31.712967,2011-05-20 06:47:31.712967,,
3070,129,50,1,"",1340,5,2011-05-20 06:47:32.026884,2011-05-20 06:47:32.026884,,
3071,129,16,1,"",1740,5,2011-05-20 06:47:32.340478,2011-05-20 06:47:32.340478,,
3072,129,16,1,"",1760,5,2011-05-20 06:47:32.65409,2011-05-20 06:47:32.65409,,
3073,129,66,1,"",1790,25,2011-05-20 06:47:32.966597,2011-05-20 06:47:32.966597,,
3074,129,50,1,"",1940,5,2011-05-20 06:47:33.280718,2011-05-20 06:47:33.280718,,
3075,129,16,1,"",1940,5,2011-05-20 06:47:33.595422,2011-05-20 06:47:33.595422,,
3076,129,49,2,"",2000,45,2011-05-20 06:47:33.908137,2011-05-20 06:47:33.908137,,
3077,129,50,1,"",2010,15,2011-05-20 06:47:34.222877,2011-05-20 06:47:34.222877,,
3078,129,50,1,"",2050,5,2011-05-20 06:47:34.536501,2011-05-20 06:47:34.536501,,
3079,129,18,1,"",2090,35,2011-05-20 06:47:34.84994,2011-05-20 06:47:34.84994,,
