id,adis_transecto_id,fechai,fechaf,dicc_viento_id,dicc_nube_id,niebla,created_at,updated_at
20,6,2007-12-14 09:40:00,2007-12-14 10:30:00,2,16,f,2011-05-20 06:18:54.425701,2011-05-20 06:18:54.425701
21,6,2007-12-20 11:35:00,2007-12-20 12:17:00,2,17,f,2011-05-20 06:18:54.660571,2011-05-20 06:18:54.660571
22,7,2007-11-27 16:03:00,2007-11-27 17:30:00,3,19,f,2011-05-20 06:18:54.894973,2011-05-20 06:18:54.894973
23,7,2007-12-04 10:00:00,2007-12-04 11:10:00,2,17,f,2011-05-20 06:18:55.130395,2011-05-20 06:18:55.130395
24,7,2007-12-11 09:08:00,2007-12-11 10:11:00,3,16,f,2011-05-20 06:18:55.364708,2011-05-20 06:18:55.364708
25,7,2007-12-18 16:09:00,2007-12-18 17:00:00,2,19,f,2011-05-20 06:18:55.600092,2011-05-20 06:18:55.600092
26,8,2007-11-13 16:40:00,2007-11-13 17:25:00,2,17,f,2011-05-20 06:18:55.835406,2011-05-20 06:18:55.835406
27,8,2007-11-30 10:00:00,2007-11-30 11:30:00,3,16,f,2011-05-20 06:18:56.070037,2011-05-20 06:18:56.070037
28,8,2007-12-11 11:08:00,2007-12-11 11:57:00,4,16,f,2011-05-20 06:18:56.304788,2011-05-20 06:18:56.304788
29,8,2007-12-20 09:26:00,2007-12-20 10:14:00,2,20,f,2011-05-20 06:18:56.540667,2011-05-20 06:18:56.540667
30,2,2007-11-20 12:10:00,2007-11-20 13:00:00,2,20,f,2011-05-20 06:18:56.775099,2011-05-20 06:18:56.775099
31,2,2007-11-29 09:35:00,2007-11-29 10:50:00,2,16,f,2011-05-20 06:18:57.010899,2011-05-20 06:18:57.010899
32,2,2007-12-15 09:35:00,2007-12-15 11:10:00,2,16,f,2011-05-20 06:18:57.246019,2011-05-20 06:18:57.246019
33,9,2007-11-19 10:15:00,2007-11-19 11:33:00,4,19,f,2011-05-20 06:18:57.481129,2011-05-20 06:18:57.481129
34,9,2007-12-11 10:30:00,2007-12-11 11:45:00,2,16,f,2011-05-20 06:18:57.715685,2011-05-20 06:18:57.715685
35,9,2007-12-18 10:47:00,2007-12-18 11:56:00,2,19,f,2011-05-20 06:18:57.950876,2011-05-20 06:18:57.950876
36,10,2007-11-26 16:36:00,2007-11-26 17:21:00,3,17,f,2011-05-20 06:18:58.185938,2011-05-20 06:18:58.185938
37,10,2007-12-03 11:28:00,2007-12-03 12:07:00,2,18,f,2011-05-20 06:18:58.420954,2011-05-20 06:18:58.420954
38,10,2007-12-10 11:28:00,2007-12-10 12:13:00,2,16,f,2011-05-20 06:18:58.655958,2011-05-20 06:18:58.655958
39,10,2007-12-19 11:40:00,2007-12-19 12:20:00,2,20,f,2011-05-20 06:18:58.891219,2011-05-20 06:18:58.891219
40,4,2007-11-15 11:35:00,2007-11-15 12:50:00,2,16,f,2011-05-20 06:18:59.126811,2011-05-20 06:18:59.126811
41,4,2007-11-30 16:00:00,2007-11-30 17:00:00,3,19,f,2011-05-20 06:18:59.362497,2011-05-20 06:18:59.362497
42,4,2007-12-12 15:38:00,2007-12-12 16:40:00,2,17,f,2011-05-20 06:18:59.597804,2011-05-20 06:18:59.597804
43,12,2008-03-14 10:25:00,2008-03-14 11:56:00,2,17,f,2011-05-20 06:18:59.83375,2011-05-20 06:18:59.83375
44,12,2008-03-25 09:00:00,2008-03-25 10:32:00,2,16,f,2011-05-20 06:19:00.126442,2011-05-20 06:19:00.126442
45,7,2008-03-13 09:04:00,2008-03-13 10:33:00,2,16,f,2011-05-20 06:19:00.361147,2011-05-20 06:19:00.361147
46,7,2008-03-28 09:52:00,2008-03-28 11:03:00,4,16,f,2011-05-20 06:19:00.596001,2011-05-20 06:19:00.596001
47,6,2008-03-12 16:39:00,2008-03-12 17:43:00,3,16,f,2011-05-20 06:19:00.830976,2011-05-20 06:19:00.830976
48,6,2008-03-19 11:20:00,2008-03-19 12:10:00,2,17,f,2011-05-20 06:19:01.065624,2011-05-20 06:19:01.065624
49,10,2008-03-12 10:30:00,2008-03-12 11:49:00,2,17,f,2011-05-20 06:19:01.300464,2011-05-20 06:19:01.300464
50,10,2008-03-19 09:00:00,2008-03-19 09:46:00,2,16,f,2011-05-20 06:19:01.534474,2011-05-20 06:19:01.534474
51,9,2008-03-13 16:49:00,2008-03-13 17:58:00,3,19,f,2011-05-20 06:19:01.768836,2011-05-20 06:19:01.768836
52,9,2008-03-26 09:58:00,2008-03-26 11:20:00,2,19,f,2011-05-20 06:19:02.003648,2011-05-20 06:19:02.003648
53,2,2008-03-05 10:15:00,2008-03-05 12:05:00,3,16,f,2011-05-20 06:19:02.23931,2011-05-20 06:19:02.23931
54,2,2008-03-11 10:15:00,2008-03-11 12:15:00,2,18,f,2011-05-20 06:19:02.474149,2011-05-20 06:19:02.474149
55,3,2008-03-03 17:00:00,2008-03-03 18:45:00,2,16,f,2011-05-20 06:19:02.709208,2011-05-20 06:19:02.709208
56,3,2008-03-12 12:50:00,2008-03-12 14:25:00,3,17,f,2011-05-20 06:19:02.944602,2011-05-20 06:19:02.944602
57,4,2008-03-03 11:30:00,2008-03-03 13:15:00,2,16,f,2011-05-20 06:19:03.179535,2011-05-20 06:19:03.179535
58,4,2008-03-14 16:30:00,2008-03-14 18:00:00,2,17,f,2011-05-20 06:19:03.414143,2011-05-20 06:19:03.414143
59,11,2008-03-10 12:20:00,2008-03-10 13:35:00,3,20,f,2011-05-20 06:19:03.648887,2011-05-20 06:19:03.648887
60,11,2008-03-25 11:00:00,2008-03-25 12:50:00,3,17,f,2011-05-20 06:19:03.88471,2011-05-20 06:19:03.88471
61,5,2008-03-10 16:40:00,2008-03-10 18:00:00,3,20,f,2011-05-20 06:19:04.119583,2011-05-20 06:19:04.119583
62,5,2008-03-26 18:00:00,2008-03-26 19:35:00,5,20,f,2011-05-20 06:19:04.355008,2011-05-20 06:19:04.355008
63,8,2008-03-13 10:35:00,2008-03-13 13:00:00,3,18,f,2011-05-20 06:19:04.590312,2011-05-20 06:19:04.590312
64,8,2008-03-28 12:00:00,2008-03-28 13:12:00,3,17,f,2011-05-20 06:19:04.824583,2011-05-20 06:19:04.824583
65,13,2007-12-02 16:00:00,2007-12-02 17:00:00,2,16,f,2011-05-20 06:19:05.060147,2011-05-20 06:19:05.060147
66,13,2007-12-10 16:00:00,2007-12-10 17:00:00,2,16,f,2011-05-20 06:19:05.295299,2011-05-20 06:19:05.295299
67,13,2007-12-18 13:00:00,2007-12-18 14:30:00,2,17,f,2011-05-20 06:19:05.529967,2011-05-20 06:19:05.529967
68,13,2008-01-08 13:00:00,2008-01-08 14:00:00,3,19,f,2011-05-20 06:19:05.764995,2011-05-20 06:19:05.764995
69,13,2008-03-17 11:56:00,2008-03-17 12:53:00,2,16,f,2011-05-20 06:19:05.9998,2011-05-20 06:19:05.9998
70,13,2008-03-25 13:03:00,2008-03-25 14:10:00,2,18,f,2011-05-20 06:19:06.234876,2011-05-20 06:19:06.234876
71,12,2008-04-15 10:09:00,2008-04-15 11:15:00,2,16,f,2011-05-20 06:19:06.470753,2011-05-20 06:19:06.470753
72,12,2008-04-23 10:04:00,2008-04-23 11:34:00,2,16,f,2011-05-20 06:19:06.705844,2011-05-20 06:19:06.705844
73,10,2008-04-14 10:35:00,2008-04-14 11:38:00,2,16,f,2011-05-20 06:19:06.940051,2011-05-20 06:19:06.940051
74,10,2008-04-29 08:50:00,2008-04-29 09:44:00,3,16,f,2011-05-20 06:19:07.174344,2011-05-20 06:19:07.174344
75,13,2008-04-22 10:20:00,2008-04-22 11:15:00,2,16,f,2011-05-20 06:19:07.407804,2011-05-20 06:19:07.407804
76,13,2008-04-30 12:45:00,2008-04-30 13:36:00,2,16,f,2011-05-20 06:19:07.643366,2011-05-20 06:19:07.643366
77,9,2008-04-11 17:20:00,2008-04-11 18:46:00,3,18,f,2011-05-20 06:19:07.878489,2011-05-20 06:19:07.878489
78,9,2008-04-15 11:00:00,2008-04-15 12:45:00,2,17,f,2011-05-20 06:19:08.112766,2011-05-20 06:19:08.112766
79,11,2008-04-23 17:50:00,2008-04-23 19:00:00,2,16,f,2011-05-20 06:19:08.34757,2011-05-20 06:19:08.34757
80,11,2008-04-30 11:40:00,2008-04-30 12:45:00,3,16,f,2011-05-20 06:19:08.581906,2011-05-20 06:19:08.581906
81,7,2008-04-14 17:02:00,2008-04-14 18:08:00,4,16,f,2011-05-20 06:19:08.816845,2011-05-20 06:19:08.816845
82,7,2008-04-29 11:16:00,2008-04-29 12:20:00,3,16,f,2011-05-20 06:19:09.051584,2011-05-20 06:19:09.051584
83,3,2008-04-04 17:30:00,2008-04-04 19:30:00,2,16,f,2011-05-20 06:19:09.286079,2011-05-20 06:19:09.286079
84,3,2008-04-16 17:50:00,2008-04-16 19:00:00,3,19,f,2011-05-20 06:19:09.522436,2011-05-20 06:19:09.522436
85,2,2008-04-01 11:00:00,2008-04-01 13:00:00,2,16,f,2011-05-20 06:19:09.757084,2011-05-20 06:19:09.757084
86,2,2008-04-22 10:25:00,2008-04-22 12:20:00,2,16,f,2011-05-20 06:19:09.992154,2011-05-20 06:19:09.992154
87,5,2008-04-14 12:15:00,2008-04-14 14:00:00,2,16,f,2011-05-20 06:19:10.22798,2011-05-20 06:19:10.22798
88,5,2008-04-25 17:28:00,2008-04-25 19:00:00,2,16,f,2011-05-20 06:19:10.463171,2011-05-20 06:19:10.463171
89,4,2008-04-15 12:10:00,2008-04-15 13:45:00,2,17,f,2011-05-20 06:19:10.698342,2011-05-20 06:19:10.698342
90,4,2008-04-25 10:15:00,2008-04-25 12:50:00,2,16,f,2011-05-20 06:19:10.933631,2011-05-20 06:19:10.933631
91,6,2008-04-15 16:33:00,2008-04-15 17:22:00,2,16,f,2011-05-20 06:19:11.16919,2011-05-20 06:19:11.16919
92,8,2008-04-28 11:00:00,2008-04-28 12:45:00,4,17,f,2011-05-20 06:19:11.403202,2011-05-20 06:19:11.403202
93,2,2008-05-07 17:55:00,2008-05-07 19:45:00,2,17,f,2011-05-20 06:19:11.638483,2011-05-20 06:19:11.638483
94,2,2008-05-21 10:30:00,2008-05-21 12:45:00,3,17,f,2011-05-20 06:19:11.872712,2011-05-20 06:19:11.872712
95,3,2008-05-13 12:30:00,2008-05-13 13:45:00,3,18,f,2011-05-20 06:19:12.107497,2011-05-20 06:19:12.107497
96,3,2008-05-27 18:00:00,2008-05-27 19:30:00,3,20,f,2011-05-20 06:19:12.343118,2011-05-20 06:19:12.343118
97,4,2008-05-12 12:30:00,2008-05-12 14:15:00,2,19,f,2011-05-20 06:19:12.579433,2011-05-20 06:19:12.579433
98,4,2008-05-28 17:00:00,2008-05-28 19:15:00,4,19,f,2011-05-20 06:19:12.814785,2011-05-20 06:19:12.814785
99,9,2008-05-13 10:13:00,2008-05-13 11:33:00,2,17,f,2011-05-20 06:19:13.050231,2011-05-20 06:19:13.050231
100,9,2008-05-20 10:25:00,2008-05-20 11:39:00,2,19,f,2011-05-20 06:19:13.285309,2011-05-20 06:19:13.285309
101,6,2008-05-12 09:05:00,2008-05-12 10:00:00,2,16,f,2011-05-20 06:19:13.520003,2011-05-20 06:19:13.520003
102,6,2008-05-19 09:45:00,2008-05-19 10:44:00,3,20,f,2011-05-20 06:19:13.755641,2011-05-20 06:19:13.755641
103,10,2008-05-14 10:00:00,2008-05-14 10:53:00,5,18,f,2011-05-20 06:19:13.989934,2011-05-20 06:19:13.989934
104,10,2008-05-21 10:15:00,2008-05-21 11:09:00,2,16,f,2011-05-20 06:19:14.223503,2011-05-20 06:19:14.223503
105,5,2008-05-23 10:35:00,2008-05-23 12:40:00,2,17,f,2011-05-20 06:19:14.459467,2011-05-20 06:19:14.459467
106,5,2008-05-30 16:30:00,2008-05-30 17:40:00,4,20,f,2011-05-20 06:19:14.695384,2011-05-20 06:19:14.695384
107,12,2008-05-15 10:07:00,2008-05-15 11:47:00,2,20,f,2011-05-20 06:19:14.929633,2011-05-20 06:19:14.929633
108,12,2008-05-26 10:15:00,2008-05-26 11:34:00,2,19,f,2011-05-20 06:19:15.164697,2011-05-20 06:19:15.164697
109,13,2008-05-15 16:50:00,2008-05-15 17:30:00,2,20,f,2011-05-20 06:19:15.400555,2011-05-20 06:19:15.400555
110,13,2008-05-26 15:23:00,2008-05-26 16:07:00,2,20,f,2011-05-20 06:19:15.634235,2011-05-20 06:19:15.634235
111,7,2008-05-12 18:16:00,2008-05-12 19:16:00,4,20,f,2011-05-20 06:19:15.8697,2011-05-20 06:19:15.8697
112,7,2008-05-20 17:15:00,2008-05-20 18:25:00,4,19,f,2011-05-20 06:19:16.103682,2011-05-20 06:19:16.103682
113,8,2008-05-05 10:25:00,2008-05-05 12:15:00,3,17,f,2011-05-20 06:19:16.398129,2011-05-20 06:19:16.398129
114,8,2008-05-15 11:25:00,2008-05-15 12:40:00,3,18,f,2011-05-20 06:19:16.634208,2011-05-20 06:19:16.634208
115,11,2008-05-16 17:00:00,2008-05-16 18:15:00,3,20,f,2011-05-20 06:19:16.86949,2011-05-20 06:19:16.86949
116,10,2008-06-04 08:53:00,2008-06-04 10:08:00,2,19,f,2011-05-20 06:19:17.10528,2011-05-20 06:19:17.10528
117,10,2008-06-16 18:00:00,2008-06-16 19:00:00,4,17,f,2011-05-20 06:19:17.340273,2011-05-20 06:19:17.340273
118,12,2008-06-03 09:30:00,2008-06-03 11:15:00,2,16,f,2011-05-20 06:19:17.575836,2011-05-20 06:19:17.575836
119,12,2008-06-16 09:15:00,2008-06-16 10:33:00,4,16,f,2011-05-20 06:19:17.810248,2011-05-20 06:19:17.810248
120,13,2008-06-09 11:09:00,2008-06-09 12:00:00,2,20,t,2011-05-20 06:19:18.047521,2011-05-20 06:19:18.047521
121,13,2008-06-17 10:05:00,2008-06-17 11:15:00,3,17,f,2011-05-20 06:19:18.281993,2011-05-20 06:19:18.281993
122,7,2008-06-09 17:30:00,2008-06-09 18:49:00,4,19,f,2011-05-20 06:19:18.516929,2011-05-20 06:19:18.516929
123,7,2008-06-17 08:55:00,2008-06-17 10:03:00,4,16,f,2011-05-20 06:19:18.7523,2011-05-20 06:19:18.7523
124,9,2008-06-05 08:36:00,2008-06-05 10:12:00,2,16,f,2011-05-20 06:19:18.987673,2011-05-20 06:19:18.987673
125,9,2008-06-16 09:30:00,2008-06-16 11:10:00,2,16,f,2011-05-20 06:19:19.222473,2011-05-20 06:19:19.222473
126,6,2008-06-04 18:20:00,2008-06-04 19:20:00,4,17,f,2011-05-20 06:19:19.457774,2011-05-20 06:19:19.457774
127,6,2008-06-16 17:51:00,2008-06-16 18:37:00,4,16,f,2011-05-20 06:19:19.692464,2011-05-20 06:19:19.692464
128,4,2008-06-10 10:00:00,2008-06-10 11:50:00,2,19,f,2011-05-20 06:19:19.927348,2011-05-20 06:19:19.927348
129,4,2008-06-27 09:45:00,2008-06-27 11:40:00,2,16,f,2011-05-20 06:19:20.162989,2011-05-20 06:19:20.162989
130,3,2008-06-12 09:50:00,2008-06-12 12:10:00,2,18,f,2011-05-20 06:19:20.398082,2011-05-20 06:19:20.398082
131,3,2008-06-25 10:00:00,2008-06-25 12:00:00,2,16,f,2011-05-20 06:19:20.63254,2011-05-20 06:19:20.63254
132,5,2008-06-05 09:45:00,2008-06-05 11:45:00,2,16,f,2011-05-20 06:19:20.868148,2011-05-20 06:19:20.868148
133,5,2008-06-20 10:30:00,2008-06-20 12:20:00,2,16,f,2011-05-20 06:19:21.103399,2011-05-20 06:19:21.103399
134,2,2008-06-04 18:00:00,2008-06-04 17:45:00,2,17,f,2011-05-20 06:19:21.339066,2011-05-20 06:19:21.339066
135,2,2008-06-18 10:40:00,2008-06-18 11:40:00,3,16,f,2011-05-20 06:19:21.574395,2011-05-20 06:19:21.574395
136,8,2008-06-03 10:00:00,2008-06-03 12:18:00,2,17,f,2011-05-20 06:19:21.808613,2011-05-20 06:19:21.808613
137,8,2008-06-13 09:20:00,2008-06-13 11:20:00,2,18,f,2011-05-20 06:19:22.042891,2011-05-20 06:19:22.042891
138,8,2008-06-26 10:15:00,2008-06-26 11:30:00,2,16,f,2011-05-20 06:19:22.278642,2011-05-20 06:19:22.278642
139,11,2008-06-03 11:45:00,2008-06-03 13:00:00,2,17,f,2011-05-20 06:19:22.514,2011-05-20 06:19:22.514
140,11,2008-06-16 10:00:00,2008-06-16 11:30:00,4,17,f,2011-05-20 06:19:22.748812,2011-05-20 06:19:22.748812
141,11,2008-06-24 09:20:00,2008-06-24 10:30:00,2,16,f,2011-05-20 06:19:22.984094,2011-05-20 06:19:22.984094
142,12,2008-07-01 08:40:00,2008-07-01 10:35:00,2,16,f,2011-05-20 06:19:23.218213,2011-05-20 06:19:23.218213
143,3,2008-07-07 08:40:00,2008-07-07 09:59:00,2,16,f,2011-05-20 06:19:23.453393,2011-05-20 06:19:23.453393
144,14,2008-07-09 11:00:00,2008-07-09 12:43:00,2,16,f,2011-05-20 06:19:23.688306,2011-05-20 06:19:23.688306
145,14,2008-07-22 11:20:00,2008-07-22 12:20:00,3,16,f,2011-05-20 06:19:23.923604,2011-05-20 06:19:23.923604
146,16,2008-07-08 10:13:00,2008-07-08 11:20:00,5,16,f,2011-05-20 06:19:24.158089,2011-05-20 06:19:24.158089
147,16,2008-07-21 10:30:00,2008-07-21 11:20:00,5,17,f,2011-05-20 06:19:24.393586,2011-05-20 06:19:24.393586
148,15,2008-07-15 09:40:00,2008-07-15 10:34:00,2,16,f,2011-05-20 06:19:24.628621,2011-05-20 06:19:24.628621
149,15,2008-07-18 11:25:00,2008-07-18 12:15:00,2,16,f,2011-05-20 06:19:24.864584,2011-05-20 06:19:24.864584
150,8,2008-07-04 08:00:00,2008-07-04 09:25:00,5,16,f,2011-05-20 06:19:25.100453,2011-05-20 06:19:25.100453
151,6,2008-07-03 11:25:00,2008-07-03 12:06:00,4,16,f,2011-05-20 06:19:25.334747,2011-05-20 06:19:25.334747
152,5,2008-07-03 08:15:00,2008-07-03 09:20:00,4,16,f,2011-05-20 06:19:25.569829,2011-05-20 06:19:25.569829
153,10,2008-07-01 08:40:00,2008-07-01 10:15:00,2,16,f,2011-05-20 06:19:25.804808,2011-05-20 06:19:25.804808
154,13,2008-07-07 09:27:00,2008-07-07 10:48:00,2,16,f,2011-05-20 06:19:26.039265,2011-05-20 06:19:26.039265
155,9,2008-07-02 07:50:00,2008-07-02 09:30:00,3,16,f,2011-05-20 06:19:26.27461,2011-05-20 06:19:26.27461
156,17,2008-07-23 11:00:00,2008-07-23 12:01:00,2,16,f,2011-05-20 06:19:26.510315,2011-05-20 06:19:26.510315
157,2,2008-07-14 11:12:00,2008-07-14 11:54:00,4,18,f,2011-05-20 06:19:26.745129,2011-05-20 06:19:26.745129
158,4,2008-07-11 09:22:00,2008-07-11 10:18:00,2,16,f,2011-05-20 06:19:26.980622,2011-05-20 06:19:26.980622
159,11,2008-07-02 08:10:00,2008-07-02 09:10:00,2,16,f,2011-05-20 06:19:27.215129,2011-05-20 06:19:27.215129
160,7,2008-07-01 18:15:00,2008-07-01 19:48:00,3,16,f,2011-05-20 06:19:27.450185,2011-05-20 06:19:27.450185
161,4,2008-08-29 10:05:00,2008-08-29 10:50:00,2,16,f,2011-05-20 06:19:27.685259,2011-05-20 06:19:27.685259
162,12,2008-08-20 09:20:00,2008-08-20 10:50:00,2,16,f,2011-05-20 06:19:27.920327,2011-05-20 06:19:27.920327
163,13,2008-08-19 09:10:00,2008-08-19 09:59:00,2,18,f,2011-05-20 06:19:28.156089,2011-05-20 06:19:28.156089
164,9,2008-08-01 09:00:00,2008-08-01 10:40:00,3,16,f,2011-05-20 06:19:28.391228,2011-05-20 06:19:28.391228
165,9,2008-08-13 09:20:00,2008-08-13 10:32:00,3,16,f,2011-05-20 06:19:28.627015,2011-05-20 06:19:28.627015
166,10,2008-08-06 18:36:00,2008-08-06 19:39:00,3,17,f,2011-05-20 06:19:28.862005,2011-05-20 06:19:28.862005
167,8,2008-08-06 08:33:00,2008-08-06 10:00:00,2,17,f,2011-05-20 06:19:29.103409,2011-05-20 06:19:29.103409
168,7,2008-08-08 08:40:00,2008-08-08 09:50:00,3,17,f,2011-05-20 06:19:29.337786,2011-05-20 06:19:29.337786
169,6,2008-08-08 11:45:00,2008-08-08 12:45:00,3,16,f,2011-05-20 06:19:29.580723,2011-05-20 06:19:29.580723
170,6,2008-09-11 16:30:00,2008-09-11 17:12:00,4,18,f,2011-05-20 06:19:29.816187,2011-05-20 06:19:29.816187
171,4,2008-09-12 10:25:00,2008-09-12 11:10:00,2,19,f,2011-05-20 06:19:30.051669,2011-05-20 06:19:30.051669
172,7,2008-09-17 17:20:00,2008-09-17 18:24:00,3,18,f,2011-05-20 06:19:30.286841,2011-05-20 06:19:30.286841
173,12,2008-09-19 09:50:00,2008-09-19 11:10:00,2,20,f,2011-05-20 06:19:30.520979,2011-05-20 06:19:30.520979
174,13,2008-09-24 09:30:00,2008-09-24 10:20:00,2,20,f,2011-05-20 06:19:30.756533,2011-05-20 06:19:30.756533
175,14,2008-09-26 09:55:00,2008-09-26 10:35:00,2,17,f,2011-05-20 06:19:30.991684,2011-05-20 06:19:30.991684
176,9,2008-09-12 10:00:00,2008-09-12 11:30:00,2,18,f,2011-05-20 06:19:31.227501,2011-05-20 06:19:31.227501
177,8,2008-09-05 10:00:00,2008-09-05 11:10:00,3,18,f,2011-05-20 06:19:31.462744,2011-05-20 06:19:31.462744
178,10,2008-09-30 10:36:00,2008-09-30 11:56:00,2,17,f,2011-05-20 06:19:31.698036,2011-05-20 06:19:31.698036
179,4,2008-10-29 12:00:00,2008-10-29 12:47:00,2,16,f,2011-05-20 06:19:31.933124,2011-05-20 06:19:31.933124
180,12,2008-10-29 09:44:00,2008-10-29 11:08:00,2,19,f,2011-05-20 06:19:32.168872,2011-05-20 06:19:32.168872
181,6,2008-10-02 17:00:00,2008-10-02 18:16:00,4,17,f,2011-05-20 06:19:32.403178,2011-05-20 06:19:32.403178
182,8,2008-10-07 17:40:00,2008-10-07 18:45:00,2,20,f,2011-05-20 06:19:32.699979,2011-05-20 06:19:32.699979
183,12,2008-10-07 10:00:00,2008-10-07 11:29:00,2,16,f,2011-05-20 06:19:32.934336,2011-05-20 06:19:32.934336
184,13,2008-10-08 09:30:00,2008-10-08 10:30:00,2,20,t,2011-05-20 06:19:33.169034,2011-05-20 06:19:33.169034
185,4,2008-10-08 17:25:00,2008-10-08 18:00:00,2,19,f,2011-05-20 06:19:33.405019,2011-05-20 06:19:33.405019
186,14,2008-10-30 11:25:00,2008-10-30 12:13:00,4,16,f,2011-05-20 06:19:33.639442,2011-05-20 06:19:33.639442
187,15,2008-07-25 10:16:00,2008-07-25 11:05:00,3,16,f,2011-05-20 06:19:33.875161,2011-05-20 06:19:33.875161
188,6,2008-10-27 08:30:00,2008-10-27 09:35:00,2,16,f,2011-05-20 06:19:34.109959,2011-05-20 06:19:34.109959
189,13,2008-10-20 10:00:00,2008-10-20 11:15:00,3,16,f,2011-05-20 06:19:34.345292,2011-05-20 06:19:34.345292
190,7,2008-10-01 17:30:00,2008-10-01 18:50:00,2,18,f,2011-05-20 06:19:34.58003,2011-05-20 06:19:34.58003
191,9,2008-10-08 11:00:00,2008-10-08 12:00:00,2,19,f,2011-05-20 06:19:34.814933,2011-05-20 06:19:34.814933
192,9,2008-10-21 10:46:00,2008-10-21 12:25:00,2,17,f,2011-05-20 06:19:35.049353,2011-05-20 06:19:35.049353
193,10,2008-10-15 17:30:00,2008-10-15 18:50:00,2,19,f,2011-05-20 06:19:35.284743,2011-05-20 06:19:35.284743
194,10,2008-10-24 10:10:00,2008-10-24 11:36:00,2,17,f,2011-05-20 06:19:35.519035,2011-05-20 06:19:35.519035
195,7,2008-10-17 09:39:00,2008-10-17 10:25:00,3,17,f,2011-05-20 06:19:35.754375,2011-05-20 06:19:35.754375
196,6,2008-11-09 15:30:00,2008-11-09 16:25:00,3,16,f,2011-05-20 06:19:35.989991,2011-05-20 06:19:35.989991
197,6,2008-11-24 11:25:00,2008-11-24 12:17:00,4,17,f,2011-05-20 06:19:36.224915,2011-05-20 06:19:36.224915
198,12,2008-11-09 10:00:00,2008-11-09 11:45:00,2,16,f,2011-05-20 06:19:36.459501,2011-05-20 06:19:36.459501
199,12,2008-11-19 09:25:00,2008-11-19 10:40:00,2,16,f,2011-05-20 06:19:36.695471,2011-05-20 06:19:36.695471
200,9,2008-11-03 10:30:00,2008-11-03 12:35:00,2,20,f,2011-05-20 06:19:36.930017,2011-05-20 06:19:36.930017
201,9,2008-11-24 09:40:00,2008-11-24 10:55:00,2,16,f,2011-05-20 06:19:37.165405,2011-05-20 06:19:37.165405
202,13,2008-11-05 11:00:00,2008-11-05 12:10:00,2,19,f,2011-05-20 06:19:37.40127,2011-05-20 06:19:37.40127
203,13,2008-11-20 10:00:00,2008-11-20 11:15:00,3,16,f,2011-05-20 06:19:37.636812,2011-05-20 06:19:37.636812
204,10,2008-11-11 10:30:00,2008-11-11 11:30:00,2,18,f,2011-05-20 06:19:37.871945,2011-05-20 06:19:37.871945
205,10,2008-11-17 10:30:00,2008-11-17 11:30:00,2,16,f,2011-05-20 06:19:38.106488,2011-05-20 06:19:38.106488
