id,adis_transecto_id,fechai,fechaf,dicc_viento_id,dicc_nube_id,niebla,created_at,updated_at
206,6,2008-12-09 09:55:00,2008-12-09 10:56:00,2,19,f,2011-05-20 06:19:38.341183,2011-05-20 06:19:38.341183
207,12,2008-12-10 11:01:00,2008-12-10 12:22:00,2,18,f,2011-05-20 06:19:38.577555,2011-05-20 06:19:38.577555
208,13,2008-12-12 10:00:00,2008-12-12 10:52:00,2,20,f,2011-05-20 06:19:38.813055,2011-05-20 06:19:38.813055
209,4,2008-01-10 11:40:00,2008-01-10 13:10:00,2,16,f,2011-05-20 06:19:39.046883,2011-05-20 06:19:39.046883
210,9,2007-12-27 10:20:00,2007-12-27 11:45:00,2,16,f,2011-05-20 06:19:39.282144,2011-05-20 06:19:39.282144
211,3,2008-01-05 11:45:00,2008-01-05 13:15:00,2,16,f,2011-05-20 06:19:39.517307,2011-05-20 06:19:39.517307
212,15,2008-07-30 11:30:00,2008-07-30 12:20:00,2,16,f,2011-05-20 06:19:39.752015,2011-05-20 06:19:39.752015
213,10,2008-07-31 17:55:00,2008-07-31 18:55:00,2,16,f,2011-05-20 06:19:39.98727,2011-05-20 06:19:39.98727
214,3,2008-08-06 10:00:00,2008-08-06 12:10:00,3,17,f,2011-05-20 06:19:40.222646,2011-05-20 06:19:40.222646
215,2,2008-08-11 09:15:00,2008-08-11 10:55:00,3,17,f,2011-05-20 06:19:40.457044,2011-05-20 06:19:40.457044
216,15,2008-08-19 12:00:00,2008-08-19 13:10:00,4,18,f,2011-05-20 06:19:40.692418,2011-05-20 06:19:40.692418
217,5,2008-08-25 10:30:00,2008-08-25 12:20:00,2,16,f,2011-05-20 06:19:40.927179,2011-05-20 06:19:40.927179
218,11,2008-08-29 11:00:00,2008-08-29 12:00:00,2,16,f,2011-05-20 06:19:41.161622,2011-05-20 06:19:41.161622
219,17,2008-09-09 10:40:00,2008-09-09 11:45:00,2,16,f,2011-05-20 06:19:41.395827,2011-05-20 06:19:41.395827
220,2,2008-09-24 10:00:00,2008-09-24 11:05:00,2,20,t,2011-05-20 06:19:41.630082,2011-05-20 06:19:41.630082
221,3,2008-09-25 10:45:00,2008-09-25 12:00:00,2,18,t,2011-05-20 06:19:41.864282,2011-05-20 06:19:41.864282
222,16,2008-09-30 09:45:00,2008-09-30 10:45:00,2,16,f,2011-05-20 06:19:42.09805,2011-05-20 06:19:42.09805
223,11,2008-10-03 10:00:00,2008-10-03 11:30:00,2,17,f,2011-05-20 06:19:42.333544,2011-05-20 06:19:42.333544
224,11,2008-10-16 11:00:00,2008-10-16 12:00:00,2,16,f,2011-05-20 06:19:42.569626,2011-05-20 06:19:42.569626
225,11,2008-10-30 11:00:00,2008-10-30 12:15:00,3,17,f,2011-05-20 06:19:42.805089,2011-05-20 06:19:42.805089
226,16,2008-10-14 10:30:00,2008-10-14 11:45:00,3,17,f,2011-05-20 06:19:43.040379,2011-05-20 06:19:43.040379
227,16,2008-10-22 11:30:00,2008-10-22 12:30:00,2,20,f,2011-05-20 06:19:43.276361,2011-05-20 06:19:43.276361
228,2,2008-10-17 09:30:00,2008-10-17 09:30:00,2,16,f,2011-05-20 06:19:43.512863,2011-05-20 06:19:43.512863
229,2,2008-10-28 10:30:00,2008-10-28 11:45:00,4,20,f,2011-05-20 06:19:43.748498,2011-05-20 06:19:43.748498
230,15,2008-10-01 10:30:00,2008-10-01 11:25:00,2,16,f,2011-05-20 06:19:43.983233,2011-05-20 06:19:43.983233
231,5,2008-10-08 09:55:00,2008-10-08 11:00:00,2,20,f,2011-05-20 06:19:44.218342,2011-05-20 06:19:44.218342
232,5,2008-10-24 16:30:00,2008-10-24 17:45:00,2,19,f,2011-05-20 06:19:44.454062,2011-05-20 06:19:44.454062
233,3,2008-10-22 10:30:00,2008-10-22 11:55:00,2,20,f,2011-05-20 06:19:44.688854,2011-05-20 06:19:44.688854
234,17,2008-10-06 10:20:00,2008-10-06 11:30:00,3,17,f,2011-05-20 06:19:44.924064,2011-05-20 06:19:44.924064
235,5,2008-11-10 11:50:00,2008-11-10 12:55:00,2,17,f,2011-05-20 06:19:45.159489,2011-05-20 06:19:45.159489
236,5,2008-11-17 09:45:00,2008-11-17 10:50:00,2,16,f,2011-05-20 06:19:45.393631,2011-05-20 06:19:45.393631
237,5,2008-11-25 12:35:00,2008-11-25 13:15:00,2,16,f,2011-05-20 06:19:45.62927,2011-05-20 06:19:45.62927
238,3,2008-11-12 10:30:00,2008-11-12 11:45:00,2,17,f,2011-05-20 06:19:45.864319,2011-05-20 06:19:45.864319
239,3,2008-11-18 10:15:00,2008-11-18 11:50:00,2,16,f,2011-05-20 06:19:46.099595,2011-05-20 06:19:46.099595
240,3,2008-11-26 10:15:00,2008-11-26 11:40:00,2,17,f,2011-05-20 06:19:46.336366,2011-05-20 06:19:46.336366
241,2,2008-11-06 11:30:00,2008-11-06 12:45:00,2,16,f,2011-05-20 06:19:46.571598,2011-05-20 06:19:46.571598
242,2,2008-11-20 11:00:00,2008-11-20 12:00:00,2,18,f,2011-05-20 06:19:46.806819,2011-05-20 06:19:46.806819
243,11,2008-11-10 10:20:00,2008-11-10 11:30:00,3,16,f,2011-05-20 06:19:47.041704,2011-05-20 06:19:47.041704
244,11,2008-11-24 10:30:00,2008-11-24 11:30:00,4,16,f,2011-05-20 06:19:47.277517,2011-05-20 06:19:47.277517
245,4,2008-11-03 09:50:00,2008-11-03 11:40:00,2,19,f,2011-05-20 06:19:47.51191,2011-05-20 06:19:47.51191
246,4,2008-11-18 09:25:00,2008-11-18 11:10:00,2,16,f,2011-05-20 06:19:47.746674,2011-05-20 06:19:47.746674
247,2,2008-12-10 10:30:00,2008-12-10 12:05:00,3,17,f,2011-05-20 06:19:47.980719,2011-05-20 06:19:47.980719
248,2,2008-12-24 09:40:00,2008-12-24 10:50:00,2,17,f,2011-05-20 06:19:48.215607,2011-05-20 06:19:48.215607
249,11,2008-12-11 09:25:00,2008-12-11 10:25:00,2,16,f,2011-05-20 06:19:48.450914,2011-05-20 06:19:48.450914
250,9,2008-12-12 10:00:00,2008-12-12 12:35:00,2,16,f,2011-05-20 06:19:48.685253,2011-05-20 06:19:48.685253
251,2,2009-01-28 11:15:00,2009-01-28 12:25:00,2,17,f,2011-05-20 06:19:48.980985,2011-05-20 06:19:48.980985
252,11,2009-01-30 16:25:00,2009-01-30 17:25:00,2,16,f,2011-05-20 06:19:49.215453,2011-05-20 06:19:49.215453
253,9,2009-01-12 09:47:00,2009-01-12 11:01:00,2,16,f,2011-05-20 06:19:49.450334,2011-05-20 06:19:49.450334
254,9,2009-01-28 09:25:00,2009-01-28 11:10:00,2,18,f,2011-05-20 06:19:49.685339,2011-05-20 06:19:49.685339
255,9,2009-01-30 09:15:00,2009-01-30 10:10:00,2,16,f,2011-05-20 06:19:49.918948,2011-05-20 06:19:49.918948
256,13,2009-01-14 09:55:00,2009-01-14 10:40:00,2,16,f,2011-05-20 06:19:50.153754,2011-05-20 06:19:50.153754
257,13,2009-01-29 11:50:00,2009-01-29 12:55:00,3,18,f,2011-05-20 06:19:50.388823,2011-05-20 06:19:50.388823
258,6,2009-01-07 15:30:00,2009-01-07 16:35:00,2,19,f,2011-05-20 06:19:50.623946,2011-05-20 06:19:50.623946
259,12,2009-01-07 10:15:00,2009-01-07 11:50:00,2,19,f,2011-05-20 06:19:50.874958,2011-05-20 06:19:50.874958
260,12,2009-01-27 10:00:00,2009-01-27 11:40:00,2,16,f,2011-05-20 06:19:51.109958,2011-05-20 06:19:51.109958
261,10,2009-01-13 11:00:00,2009-01-13 12:30:00,5,19,f,2011-05-20 06:19:51.345093,2011-05-20 06:19:51.345093
262,2,2009-02-04 10:55:00,2009-02-04 12:15:00,2,16,f,2011-05-20 06:19:51.579854,2011-05-20 06:19:51.579854
263,2,2009-02-18 10:20:00,2009-02-18 11:55:00,2,16,f,2011-05-20 06:19:51.815038,2011-05-20 06:19:51.815038
264,9,2009-02-23 10:00:00,2009-02-23 11:58:00,2,16,f,2011-05-20 06:19:52.052151,2011-05-20 06:19:52.052151
265,6,2009-02-24 09:00:00,2009-02-24 10:20:00,2,16,f,2011-05-20 06:19:52.288131,2011-05-20 06:19:52.288131
266,10,2009-02-25 13:00:00,2009-02-25 13:44:00,2,16,f,2011-05-20 06:19:52.52399,2011-05-20 06:19:52.52399
267,13,2009-02-10 10:20:00,2009-02-10 11:20:00,2,19,f,2011-05-20 06:19:52.758648,2011-05-20 06:19:52.758648
268,13,2009-02-24 10:00:00,2009-02-24 10:54:00,2,16,f,2011-05-20 06:19:52.993472,2011-05-20 06:19:52.993472
269,12,2009-02-09 10:30:00,2009-02-09 12:00:00,2,16,f,2011-05-20 06:19:53.228577,2011-05-20 06:19:53.228577
270,12,2009-02-23 10:00:00,2009-02-23 11:40:00,2,16,f,2011-05-20 06:19:53.46484,2011-05-20 06:19:53.46484
271,9,2009-02-09 10:30:00,2009-02-09 12:15:00,2,17,f,2011-05-20 06:19:53.700477,2011-05-20 06:19:53.700477
272,6,2009-02-10 09:40:00,2009-02-10 10:35:00,2,20,f,2011-05-20 06:19:53.937312,2011-05-20 06:19:53.937312
273,11,2009-03-23 10:25:00,2009-03-23 11:45:00,2,16,f,2011-05-20 06:19:54.171914,2011-05-20 06:19:54.171914
274,2,2009-03-17 10:20:00,2009-03-17 11:25:00,2,16,f,2011-05-20 06:19:54.407515,2011-05-20 06:19:54.407515
275,12,2009-03-10 09:15:00,2009-03-10 10:50:00,2,16,f,2011-05-20 06:19:54.643853,2011-05-20 06:19:54.643853
276,12,2009-03-16 10:00:00,2009-03-16 11:40:00,3,17,f,2011-05-20 06:19:54.879435,2011-05-20 06:19:54.879435
277,6,2009-03-09 16:40:00,2009-03-09 17:40:00,2,19,f,2011-05-20 06:19:55.114358,2011-05-20 06:19:55.114358
278,6,2009-03-24 08:30:00,2009-03-24 09:20:00,4,20,f,2011-05-20 06:19:55.34951,2011-05-20 06:19:55.34951
279,9,2009-03-11 09:05:00,2009-03-11 10:15:00,2,16,f,2011-05-20 06:19:55.585537,2011-05-20 06:19:55.585537
280,9,2009-03-17 09:30:00,2009-03-17 11:20:00,2,16,f,2011-05-20 06:19:55.820582,2011-05-20 06:19:55.820582
281,13,2009-03-10 16:40:00,2009-03-10 17:31:00,2,16,f,2011-05-20 06:19:56.054984,2011-05-20 06:19:56.054984
282,13,2009-03-16 15:34:00,2009-03-16 16:40:00,3,17,f,2011-05-20 06:19:56.289992,2011-05-20 06:19:56.289992
283,12,2009-04-01 10:15:00,2009-04-01 11:45:00,3,17,f,2011-05-20 06:19:56.525531,2011-05-20 06:19:56.525531
284,12,2009-04-14 09:45:00,2009-04-14 11:15:00,2,16,f,2011-05-20 06:19:56.760901,2011-05-20 06:19:56.760901
285,13,2009-04-02 10:05:00,2009-04-02 11:05:00,2,17,f,2011-05-20 06:19:56.995697,2011-05-20 06:19:56.995697
286,13,2009-04-13 10:35:00,2009-04-13 11:23:00,2,16,f,2011-05-20 06:19:57.231658,2011-05-20 06:19:57.231658
287,10,2009-04-21 09:20:00,2009-04-21 10:20:00,2,16,f,2011-05-20 06:19:57.466417,2011-05-20 06:19:57.466417
288,9,2009-04-02 09:45:00,2009-04-02 11:29:00,2,18,f,2011-05-20 06:19:57.701026,2011-05-20 06:19:57.701026
289,9,2009-04-14 09:30:00,2009-04-14 11:15:00,2,17,f,2011-05-20 06:19:57.936074,2011-05-20 06:19:57.936074
290,6,2009-04-02 13:00:00,2009-04-02 14:06:00,3,18,f,2011-05-20 06:19:58.171405,2011-05-20 06:19:58.171405
291,6,2009-04-13 10:30:00,2009-04-13 11:35:00,3,17,f,2011-05-20 06:19:58.407139,2011-05-20 06:19:58.407139
292,2,2009-04-03 16:40:00,2009-04-03 17:50:00,3,18,f,2011-05-20 06:19:58.642417,2011-05-20 06:19:58.642417
293,2,2009-04-20 11:00:00,2009-04-20 13:00:00,2,19,f,2011-05-20 06:19:58.87698,2011-05-20 06:19:58.87698
294,4,2009-04-20 10:45:00,2009-04-20 12:30:00,2,17,f,2011-05-20 06:19:59.111763,2011-05-20 06:19:59.111763
295,11,2009-04-28 16:45:00,2009-04-28 18:00:00,3,16,f,2011-05-20 06:19:59.347052,2011-05-20 06:19:59.347052
296,11,2009-04-28 11:15:00,2009-04-28 12:45:00,2,17,f,2011-05-20 06:19:59.582181,2011-05-20 06:19:59.582181
297,3,2009-04-13 10:45:00,2009-04-13 12:35:00,3,16,f,2011-05-20 06:19:59.817439,2011-05-20 06:19:59.817439
298,3,2009-04-29 10:30:00,2009-04-29 12:45:00,4,16,f,2011-05-20 06:20:00.052386,2011-05-20 06:20:00.052386
299,12,2009-05-13 09:35:00,2009-05-13 10:55:00,2,19,f,2011-05-20 06:20:00.287251,2011-05-20 06:20:00.287251
300,13,2009-05-12 09:25:00,2009-05-12 10:17:00,3,16,f,2011-05-20 06:20:00.522652,2011-05-20 06:20:00.522652
301,9,2009-05-13 08:30:00,2009-05-13 10:15:00,2,17,f,2011-05-20 06:20:00.758001,2011-05-20 06:20:00.758001
302,6,2009-05-13 12:10:00,2009-05-13 13:15:00,3,19,f,2011-05-20 06:20:00.992552,2011-05-20 06:20:00.992552
303,10,2009-05-12 07:46:00,2009-05-12 08:50:00,2,17,f,2011-05-20 06:20:01.227044,2011-05-20 06:20:01.227044
580,9,2012-05-07 07:00:00,2012-05-07 08:44:00,2,16,f,2012-10-30 10:40:49.694072,2012-10-30 10:40:49.694072
582,8,2011-05-27 08:30:00,2011-05-27 11:10:00,2,18,f,2012-10-30 12:27:39.739152,2012-10-30 12:27:39.739152
583,8,2011-06-14 08:25:00,2011-06-14 09:55:00,2,16,f,2012-10-30 12:37:26.437768,2012-10-30 12:37:26.437768
584,15,2012-07-27 07:50:00,2012-07-27 09:00:00,2,16,f,2012-10-30 12:48:46.678311,2012-10-30 12:48:46.678311
308,7,2009-05-01 08:45:00,2009-05-01 10:10:00,5,17,f,2011-05-20 06:20:02.403945,2011-05-20 06:20:02.403945
309,3,2009-05-27 10:10:00,2009-05-27 12:00:00,2,17,f,2011-05-20 06:20:02.638561,2011-05-20 06:20:02.638561
310,8,2009-05-27 11:30:00,2009-05-27 13:00:00,3,17,f,2011-05-20 06:20:02.8732,2011-05-20 06:20:02.8732
311,5,2009-05-25 11:45:00,2009-05-25 12:55:00,2,16,f,2011-05-20 06:20:03.108125,2011-05-20 06:20:03.108125
312,4,2009-05-22 17:45:00,2009-05-22 19:45:00,2,19,f,2011-05-20 06:20:03.343129,2011-05-20 06:20:03.343129
313,2,2009-05-18 10:30:00,2009-05-18 11:40:00,2,16,f,2011-05-20 06:20:03.577976,2011-05-20 06:20:03.577976
585,8,2011-07-08 07:45:00,2011-07-08 09:50:00,2,16,f,2012-10-30 13:08:33.252905,2012-10-30 13:08:33.252905
315,4,2009-05-15 17:30:00,2009-05-15 19:15:00,2,16,f,2011-05-20 06:20:04.047464,2011-05-20 06:20:04.047464
316,2,2009-05-06 09:05:00,2009-05-06 10:25:00,2,17,f,2011-05-20 06:20:04.283365,2011-05-20 06:20:04.283365
317,11,2009-05-13 10:35:00,2009-05-13 11:35:00,2,19,f,2011-05-20 06:20:04.518669,2011-05-20 06:20:04.518669
318,5,2009-05-11 11:45:00,2009-05-11 13:05:00,2,16,f,2011-05-20 06:20:04.754359,2011-05-20 06:20:04.754359
319,7,2009-06-15 08:50:00,2009-06-15 10:08:00,4,16,f,2011-05-20 06:20:04.989328,2011-05-20 06:20:04.989328
320,12,2009-06-30 09:44:00,2009-06-30 11:10:00,2,16,f,2011-05-20 06:20:05.283096,2011-05-20 06:20:05.283096
321,14,2009-06-22 10:05:00,2009-06-22 12:00:00,4,17,f,2011-05-20 06:20:05.518754,2011-05-20 06:20:05.518754
322,6,2009-06-16 08:20:00,2009-06-16 09:27:00,2,19,f,2011-05-20 06:20:05.754595,2011-05-20 06:20:05.754595
323,2,2009-06-03 10:00:00,2009-06-03 11:20:00,2,16,f,2011-05-20 06:20:05.98894,2011-05-20 06:20:05.98894
324,11,2009-06-08 09:30:00,2009-06-08 10:44:00,2,16,f,2011-05-20 06:20:06.223886,2011-05-20 06:20:06.223886
325,5,2009-06-15 10:10:00,2009-06-15 11:55:00,2,17,f,2011-05-20 06:20:06.459399,2011-05-20 06:20:06.459399
326,4,2009-06-27 10:20:00,2009-06-27 12:10:00,3,16,f,2011-05-20 06:20:06.694974,2011-05-20 06:20:06.694974
327,4,2009-06-27 10:20:00,2009-06-27 12:10:00,3,16,f,2011-05-20 06:20:06.929788,2011-05-20 06:20:06.929788
328,3,2009-06-19 18:55:00,2009-06-19 20:30:00,2,19,f,2011-05-20 06:20:07.165054,2011-05-20 06:20:07.165054
329,14,2009-06-29 10:20:00,2009-06-29 12:30:00,3,16,f,2011-05-20 06:20:07.400161,2011-05-20 06:20:07.400161
330,10,2009-06-16 09:00:00,2009-06-16 09:55:00,3,19,f,2011-05-20 06:20:07.634418,2011-05-20 06:20:07.634418
331,9,2009-06-15 09:38:00,2009-06-15 10:45:00,2,17,f,2011-05-20 06:20:07.869614,2011-05-20 06:20:07.869614
332,13,2009-06-17 10:40:00,2009-06-17 12:00:00,3,17,f,2011-05-20 06:20:08.10472,2011-05-20 06:20:08.10472
333,14,2009-07-06 10:05:00,2009-07-06 12:00:00,2,17,f,2011-05-20 06:20:08.341011,2011-05-20 06:20:08.341011
334,12,2009-07-27 08:55:00,2009-07-27 10:35:00,2,17,f,2011-05-20 06:20:08.576094,2011-05-20 06:20:08.576094
335,9,2009-07-22 08:50:00,2009-07-22 09:56:00,3,18,f,2011-05-20 06:20:08.810823,2011-05-20 06:20:08.810823
336,13,2009-07-21 09:10:00,2009-07-21 10:05:00,3,16,f,2011-05-20 06:20:09.045946,2011-05-20 06:20:09.045946
337,6,2009-07-20 11:22:00,2009-07-20 12:20:00,3,18,f,2011-05-20 06:20:09.280204,2011-05-20 06:20:09.280204
338,7,2009-07-20 09:10:00,2009-07-20 10:23:00,3,19,f,2011-05-20 06:20:09.51455,2011-05-20 06:20:09.51455
339,10,2009-07-17 09:59:00,2009-07-17 10:49:00,2,16,f,2011-05-20 06:20:09.74942,2011-05-20 06:20:09.74942
340,15,2009-07-16 10:54:00,2009-07-16 11:45:00,3,16,f,2011-05-20 06:20:09.984402,2011-05-20 06:20:09.984402
341,15,2009-07-10 11:00:00,2009-07-10 11:54:00,3,16,f,2011-05-20 06:20:10.219912,2011-05-20 06:20:10.219912
342,8,2009-07-02 08:40:00,2009-07-02 10:35:00,3,16,f,2011-05-20 06:20:10.454752,2011-05-20 06:20:10.454752
343,4,2009-07-21 10:30:00,2009-07-21 11:35:00,2,17,f,2011-05-20 06:20:10.690293,2011-05-20 06:20:10.690293
344,2,2009-07-21 09:20:00,2009-07-21 10:40:00,2,17,f,2011-05-20 06:20:10.925406,2011-05-20 06:20:10.925406
345,17,2009-07-20 10:50:00,2009-07-20 11:45:00,5,18,f,2011-05-20 06:20:11.159702,2011-05-20 06:20:11.159702
346,16,2009-07-17 09:30:00,2009-07-17 10:30:00,2,16,f,2011-05-20 06:20:11.394079,2011-05-20 06:20:11.394079
347,3,2009-07-15 09:45:00,2009-07-15 11:45:00,2,16,f,2011-05-20 06:20:11.627555,2011-05-20 06:20:11.627555
348,8,2009-07-13 10:00:00,2009-07-13 12:15:00,3,16,f,2011-05-20 06:20:11.863069,2011-05-20 06:20:11.863069
349,5,2009-07-10 10:10:00,2009-07-10 11:30:00,2,16,f,2011-05-20 06:20:12.098032,2011-05-20 06:20:12.098032
350,11,2009-07-08 10:20:00,2009-07-08 12:15:00,2,16,f,2011-05-20 06:20:12.333013,2011-05-20 06:20:12.333013
351,17,2009-07-08 10:28:00,2009-07-08 11:45:00,2,16,f,2011-05-20 06:20:12.569128,2011-05-20 06:20:12.569128
352,10,2009-08-07 09:45:00,2009-08-07 10:30:00,2,16,f,2011-05-20 06:20:12.803978,2011-05-20 06:20:12.803978
353,14,2009-08-04 10:30:00,2009-08-04 11:27:00,3,16,f,2011-05-20 06:20:13.039107,2011-05-20 06:20:13.039107
354,7,2009-08-10 09:30:00,2009-08-10 10:47:00,4,18,f,2011-05-20 06:20:13.273988,2011-05-20 06:20:13.273988
355,9,2009-08-10 08:45:00,2009-08-10 09:54:00,2,19,f,2011-05-20 06:20:13.509088,2011-05-20 06:20:13.509088
356,12,2009-08-13 09:05:00,2009-08-13 10:40:00,2,16,f,2011-05-20 06:20:13.743751,2011-05-20 06:20:13.743751
357,13,2009-08-17 09:43:00,2009-08-17 10:48:00,2,16,f,2011-05-20 06:20:13.978881,2011-05-20 06:20:13.978881
358,6,2009-08-18 09:57:00,2009-08-18 10:10:00,4,19,f,2011-05-20 06:20:14.215082,2011-05-20 06:20:14.215082
359,12,2009-09-24 10:10:00,2009-09-24 11:40:00,2,16,f,2011-05-20 06:20:14.449948,2011-05-20 06:20:14.449948
360,5,2009-04-28 11:15:00,2009-04-28 11:15:00,2,17,f,2011-05-20 06:20:14.685428,2011-05-20 06:20:14.685428
361,7,2009-09-23 09:25:00,2009-09-23 10:42:00,2,17,f,2011-05-20 06:20:14.920604,2011-05-20 06:20:14.920604
362,6,2009-09-25 08:40:00,2009-09-25 09:40:00,2,16,f,2011-05-20 06:20:15.156366,2011-05-20 06:20:15.156366
363,6,2009-09-18 09:00:00,2009-09-18 10:08:00,2,19,f,2011-05-20 06:20:15.391857,2011-05-20 06:20:15.391857
364,12,2009-09-17 09:20:00,2009-09-17 11:11:00,2,17,f,2011-05-20 06:20:15.62757,2011-05-20 06:20:15.62757
365,7,2009-09-15 09:15:00,2009-09-15 10:23:00,2,18,f,2011-05-20 06:20:15.862114,2011-05-20 06:20:15.862114
366,9,2009-09-15 10:00:00,2009-09-15 11:20:00,2,18,f,2011-05-20 06:20:16.096817,2011-05-20 06:20:16.096817
367,10,2009-09-13 10:00:00,2009-09-13 11:12:00,4,18,f,2011-05-20 06:20:16.332164,2011-05-20 06:20:16.332164
368,13,2009-09-17 10:00:00,2009-09-17 11:05:00,2,19,f,2011-05-20 06:20:16.566949,2011-05-20 06:20:16.566949
369,9,2009-09-22 09:40:00,2009-09-22 11:01:00,2,16,f,2011-05-20 06:20:16.801829,2011-05-20 06:20:16.801829
370,10,2009-09-23 09:35:00,2009-09-23 10:42:00,4,18,f,2011-05-20 06:20:17.037849,2011-05-20 06:20:17.037849
371,13,2009-09-24 10:05:00,2009-09-24 11:10:00,2,16,f,2011-05-20 06:20:17.271529,2011-05-20 06:20:17.271529
372,9,2009-10-01 09:30:00,2009-10-01 11:35:00,2,17,f,2011-05-20 06:20:17.505984,2011-05-20 06:20:17.505984
373,10,2009-10-05 09:10:00,2009-10-05 10:05:00,4,17,f,2011-05-20 06:20:17.740474,2011-05-20 06:20:17.740474
374,6,2009-10-07 09:40:00,2009-10-07 10:35:00,4,19,f,2011-05-20 06:20:17.975713,2011-05-20 06:20:17.975713
375,13,2009-10-06 09:30:00,2009-10-06 10:30:00,4,17,f,2011-05-20 06:20:18.211026,2011-05-20 06:20:18.211026
376,12,2009-10-17 09:20:00,2009-10-17 11:05:00,2,18,f,2011-05-20 06:20:18.446197,2011-05-20 06:20:18.446197
377,7,2009-11-03 08:40:00,2009-11-03 09:05:00,4,17,f,2011-05-20 06:20:18.681115,2011-05-20 06:20:18.681115
378,12,2009-11-05 09:20:00,2009-11-05 11:05:00,2,16,f,2011-05-20 06:20:18.91676,2011-05-20 06:20:18.91676
379,9,2009-11-06 09:05:00,2009-11-06 10:15:00,2,20,f,2011-05-20 06:20:19.151475,2011-05-20 06:20:19.151475
380,13,2009-11-23 09:30:00,2009-11-23 10:35:00,2,16,f,2011-05-20 06:20:19.3861,2011-05-20 06:20:19.3861
381,10,2009-11-25 09:30:00,2009-11-25 09:30:00,4,18,f,2011-05-20 06:20:19.621271,2011-05-20 06:20:19.621271
382,6,2009-11-27 09:00:00,2009-11-27 09:59:00,2,20,f,2011-05-20 06:20:19.856137,2011-05-20 06:20:19.856137
383,12,2009-12-01 09:21:00,2009-12-01 11:55:00,2,16,f,2011-05-20 06:20:20.092198,2011-05-20 06:20:20.092198
384,13,2009-12-04 08:55:00,2009-12-04 09:46:00,2,17,f,2011-05-20 06:20:20.327227,2011-05-20 06:20:20.327227
385,10,2009-12-09 09:19:00,2009-12-09 10:21:00,2,16,f,2011-05-20 06:20:20.562531,2011-05-20 06:20:20.562531
386,9,2009-12-12 09:30:00,2009-12-12 11:10:00,4,16,f,2011-05-20 06:20:20.796809,2011-05-20 06:20:20.796809
387,9,2009-12-12 09:30:00,2009-12-12 11:10:00,4,16,f,2011-05-20 06:20:21.032005,2011-05-20 06:20:21.032005
388,7,2009-12-11 14:30:00,2009-12-11 16:30:00,2,16,f,2011-05-20 06:20:21.3268,2011-05-20 06:20:21.3268
389,6,2009-12-16 10:00:00,2009-12-16 11:00:00,2,16,f,2011-05-20 06:20:21.560436,2011-05-20 06:20:21.560436
390,5,2009-08-04 09:00:00,2009-08-04 10:20:00,2,16,f,2011-05-20 06:20:21.794988,2011-05-20 06:20:21.794988
391,3,2009-08-04 09:50:00,2009-08-04 11:15:00,2,16,f,2011-05-20 06:20:22.030825,2011-05-20 06:20:22.030825
392,4,2009-08-09 10:45:00,2009-08-09 12:15:00,3,16,f,2011-05-20 06:20:22.26726,2011-05-20 06:20:22.26726
393,16,2009-08-11 11:00:00,2009-08-11 12:15:00,2,19,f,2011-05-20 06:20:22.503006,2011-05-20 06:20:22.503006
394,11,2009-08-12 10:10:00,2009-08-12 12:00:00,3,16,f,2011-05-20 06:20:22.738037,2011-05-20 06:20:22.738037
395,15,2009-08-12 09:30:00,2009-08-12 10:40:00,3,16,f,2011-05-20 06:20:22.972519,2011-05-20 06:20:22.972519
396,10,2009-08-19 10:45:00,2009-08-19 12:10:00,2,16,f,2011-05-20 06:20:23.207916,2011-05-20 06:20:23.207916
397,16,2009-08-21 10:45:00,2009-08-21 12:22:00,3,16,f,2011-05-20 06:20:23.442087,2011-05-20 06:20:23.442087
398,2,2009-08-22 09:40:00,2009-08-22 11:15:00,2,16,f,2011-05-20 06:20:23.677717,2011-05-20 06:20:23.677717
399,8,2009-08-27 10:20:00,2009-08-27 11:45:00,2,16,f,2011-05-20 06:20:23.911435,2011-05-20 06:20:23.911435
400,15,2009-09-03 09:30:00,2009-09-03 10:45:00,2,16,f,2011-05-20 06:20:24.14715,2011-05-20 06:20:24.14715
401,5,2009-09-10 09:50:00,2009-09-10 11:00:00,2,16,f,2011-05-20 06:20:24.38289,2011-05-20 06:20:24.38289
402,2,2009-09-11 09:55:00,2009-09-11 11:10:00,2,20,f,2011-05-20 06:20:24.617052,2011-05-20 06:20:24.617052
403,16,2009-09-23 10:30:00,2009-09-23 11:45:00,2,16,f,2011-05-20 06:20:24.851727,2011-05-20 06:20:24.851727
404,3,2009-09-24 10:00:00,2009-09-24 11:35:00,2,17,f,2011-05-20 06:20:25.086443,2011-05-20 06:20:25.086443
405,15,2009-09-25 11:30:00,2009-09-25 12:30:00,2,18,f,2011-05-20 06:20:25.320745,2011-05-20 06:20:25.320745
406,4,2009-09-25 10:50:00,2009-09-25 12:15:00,2,16,f,2011-05-20 06:20:25.55537,2011-05-20 06:20:25.55537
407,11,2009-09-28 10:44:00,2009-09-28 11:55:00,4,20,f,2011-05-20 06:20:25.789378,2011-05-20 06:20:25.789378
408,17,2009-09-28 11:35:00,2009-09-28 12:35:00,3,18,f,2011-05-20 06:20:26.024071,2011-05-20 06:20:26.024071
409,8,2009-10-02 11:45:00,2009-10-02 12:55:00,3,18,f,2011-05-20 06:20:26.260043,2011-05-20 06:20:26.260043
410,16,2009-10-05 09:43:00,2009-10-05 10:40:00,4,17,f,2011-05-20 06:20:26.495828,2011-05-20 06:20:26.495828
