id,id_cybertracker,fecha,hora,lat,lng,accuracy,altitude,adis_transecto_id,cod_adiscensadores,dicc_viento_id,dicc_nube_id,niebla,numero,observaciones,adis_especies_dispersante_id,distancia,created_at,updated_at,the_geom
1,{1D882903-9646-4420-BA5E-C6364220FE2C},2011-06-02,13:12:03,0.00187483658834781,0.00882041266389295,1,220.791169081776,6,4; 5,4,19,f,10,,48,63,2011-06-03 11:30:11.418333,2011-06-03 11:30:11.418333,0101000020E61000008D2441B802AA08C0D1CFD4EB16894240
2,{48D3B5DA-FE0C-4332-85D2-E73966863D4B},2011-06-02,13:12:17,,,,,6,4; 5,4,19,f,20,,6,1,2011-06-03 11:30:11.542234,2011-06-03 11:30:11.542234,0101000020E61000008D2441B802AA08C0D1CFD4EB16894240
