id,nombre_cientifico,created_at,updated_at,ent_pk,imagen,dicc_ecologia_id,dicc_biogeovoou_id,dicc_biogeosimple_id,dicc_estatussn_id,dicc_ecologiatrofica_id,ent_pk_padre,autor,nombre_comun,nivel,audio
2518,Lestes macrostigma,2011-05-16 13:46:54.224207,2011-05-16 13:46:54.224207,106122,,,,,,,106121,,"",12,
2519,Lestes sponsa,2011-05-16 13:46:54.230247,2011-05-16 13:46:54.230247,106552,,,,,,,106121,,"",12,
2520,Lestes dryas,2011-05-16 13:46:54.236257,2011-05-16 13:46:54.236257,106553,,,,,,,106121,,"",12,
2521,Aeshnidae,2011-05-16 13:46:54.242176,2011-05-16 13:46:54.242176,107102,,,,,,,20192,,"",10,
2522,Anax,2011-05-16 13:46:54.248219,2011-05-16 13:46:54.248219,1429,,,,,,,107102,,"",11,
2523,Anax imperator,2011-05-16 13:46:54.254143,2011-05-16 13:46:54.254143,1430,,,,,,,1429,,"",12,
2524,Aeshna,2011-05-16 13:46:54.260123,2011-05-16 13:46:54.260123,97135,,,,,,,107102,,"",11,
2525,Aeshna affinis,2011-05-16 13:46:54.266067,2011-05-16 13:46:54.266067,97114,,,,,,,97135,,"",12,
2526,Aeshna isosceles,2011-05-16 13:46:54.272175,2011-05-16 13:46:54.272175,97115,,,,,,,97135,,"",12,
2527,Aeshna juncea,2011-05-16 13:46:54.278194,2011-05-16 13:46:54.278194,105938,,,,,,,97135,,"",12,
2528,Platycnemididae,2011-05-16 13:46:54.284097,2011-05-16 13:46:54.284097,107125,,,,,,,20192,,"",10,
2529,Ephemerata,2011-05-16 13:46:54.290119,2011-05-16 13:46:54.290119,20193,,,,,,,20190,,"",8,
2530,Ephemeroptera,2011-05-16 13:46:54.296073,2011-05-16 13:46:54.296073,20194,,,,,,,20193,,"",9,
2531,Polymitarcidae,2011-05-16 13:46:54.302038,2011-05-16 13:46:54.302038,101668,,,,,,,20194,,"",10,
2532,Baetidae,2011-05-16 13:46:54.308017,2011-05-16 13:46:54.308017,105964,,,,,,,20194,,"",10,
2533,Pseudocentroptilum,2011-05-16 13:46:54.313966,2011-05-16 13:46:54.313966,106236,,,,,,,105964,,"",11,
2534,Pseudocentroptilum nanum,2011-05-16 13:46:54.319975,2011-05-16 13:46:54.319975,106237,,,,,,,106236,,"",12,
2535,Acentrella,2011-05-16 13:46:54.325941,2011-05-16 13:46:54.325941,106574,,,,,,,105964,,"",11,
2536,Acentrella almohades,2011-05-16 13:46:54.402472,2011-05-16 13:46:54.402472,106575,,,,,,,106574,,"",12,
2537,Caenidae,2011-05-16 13:46:54.408732,2011-05-16 13:46:54.408732,105974,,,,,,,20194,,"",10,
2538,Caenis,2011-05-16 13:46:54.414958,2011-05-16 13:46:54.414958,105975,,,,,,,105974,,"",11,
2539,Caenis pseudorivulorum,2011-05-16 13:46:54.421101,2011-05-16 13:46:54.421101,105976,,,,,,,105975,,"",12,
2540,Caenis nachoi,2011-05-16 13:46:54.427337,2011-05-16 13:46:54.427337,106565,,,,,,,105975,,"",12,
2541,Ephemerellidae,2011-05-16 13:46:54.433484,2011-05-16 13:46:54.433484,106045,,,,,,,20194,,"",10,
2542,Torleya,2011-05-16 13:46:54.43967,2011-05-16 13:46:54.43967,106306,,,,,,,106045,,"",11,
2543,Torleya nazarita,2011-05-16 13:46:54.445886,2011-05-16 13:46:54.445886,106307,,,,,,,106306,,"",12,
2544,Ephemerella,2011-05-16 13:46:54.452031,2011-05-16 13:46:54.452031,106572,,,,,,,106045,,"",11,
2545,Ephemerella (Chitonophora) ikonomovi,2011-05-16 13:46:54.458291,2011-05-16 13:46:54.458291,106573,,,,,,,106572,,"",12,
2546,Leptophlebiidae,2011-05-16 13:46:54.464472,2011-05-16 13:46:54.464472,106562,,,,,,,20194,,"",10,
2547,Habrophlebia,2011-05-16 13:46:54.470704,2011-05-16 13:46:54.470704,106563,,,,,,,106562,,"",11,
2548,Habrophlebia antoninoi,2011-05-16 13:46:54.476842,2011-05-16 13:46:54.476842,106564,,,,,,,106563,,"",12,
2549,Siphlonuridae,2011-05-16 13:46:54.482894,2011-05-16 13:46:54.482894,106566,,,,,,,20194,,"",10,
2550,Siphlonurus,2011-05-16 13:46:54.48921,2011-05-16 13:46:54.48921,106567,,,,,,,106566,,"",11,
2551,Siphlonurus ireneae,2011-05-16 13:46:54.495236,2011-05-16 13:46:54.495236,106568,,,,,,,106567,,"",12,
2552,Oligoneuriidae,2011-05-16 13:46:54.501214,2011-05-16 13:46:54.501214,106569,,,,,,,20194,,"",10,
2553,Oligoneuriella,2011-05-16 13:46:54.507194,2011-05-16 13:46:54.507194,106570,,,,,,,106569,,"",11,
2554,Oligoneuriella marichuae,2011-05-16 13:46:54.513174,2011-05-16 13:46:54.513174,106571,,,,,,,106570,,"",12,
2555,Ephemeridae,2011-05-16 13:46:54.519213,2011-05-16 13:46:54.519213,106704,,,,,,,20194,,"",10,
2556,Potamanthidae,2011-05-16 13:46:54.525209,2011-05-16 13:46:54.525209,106705,,,,,,,20194,,"",10,
2557,Heptageniidae,2011-05-16 13:46:54.53114,2011-05-16 13:46:54.53114,106706,,,,,,,20194,,"",10,
2558,Polymitarcyidae,2011-05-16 13:46:54.537167,2011-05-16 13:46:54.537167,107126,,,,,,,20194,,"",10,
2559,Prosopistomatidae,2011-05-16 13:46:54.543132,2011-05-16 13:46:54.543132,107127,,,,,,,20194,,"",10,
2560,Neopterata,2011-05-16 13:46:54.549171,2011-05-16 13:46:54.549171,20195,,,,,,,20190,,"",8,
2561,Apteromantis,2011-05-16 13:46:54.555168,2011-05-16 13:46:54.555168,13430,,,,,,,20195,,"",9,
2562,Apteromantis aptera,2011-05-16 13:46:54.561133,2011-05-16 13:46:54.561133,13431,,,,,,,13430,,Santateresa de Sierra Nevada,10,
2563,Polyneoptera,2011-05-16 13:46:54.567117,2011-05-16 13:46:54.567117,20196,,,,,,,20195,,"",9,
2564,Dictuoptera,2011-05-16 13:46:54.573124,2011-05-16 13:46:54.573124,20197,,,,,,,20196,,"",10,
2565,Isoptera,2011-05-16 13:46:54.579104,2011-05-16 13:46:54.579104,20198,,,,,,,20196,,"",10,
2566,Orthoptera,2011-05-16 13:46:54.585143,2011-05-16 13:46:54.585143,20199,,,,,,,20196,,"",10,
2567,Baetica,2011-05-16 13:46:54.591136,2011-05-16 13:46:54.591136,13432,,,,,,,20199,,"",11,
2568,Baetica ustulata,2011-05-16 13:46:54.597175,2011-05-16 13:46:54.597175,13433,,,,,,,13432,,Saltamontes,12,
2569,Acrididae,2011-05-16 13:46:54.603152,2011-05-16 13:46:54.603152,105935,,,,,,,20199,,"",11,
2570,Acrida,2011-05-16 13:46:54.609122,2011-05-16 13:46:54.609122,1427,,,,,,,105935,,"",12,
2571,Acrida ungarica,2011-05-16 13:46:54.615129,2011-05-16 13:46:54.615129,1428,,,,,,,1427,,"",13,
2572,Chorthippus,2011-05-16 13:46:54.621086,2011-05-16 13:46:54.621086,105999,,,,,,,105935,,"",12,
2573,Chorthippus chloroticus,2011-05-16 13:46:54.62714,2011-05-16 13:46:54.62714,106000,,,,,,,105999,,"",13,
2574,Chorthippus nevadensis,2011-05-16 13:46:54.63338,2011-05-16 13:46:54.63338,106001,,,,,,,105999,,"",13,
2575,Omocestus,2011-05-16 13:46:54.639424,2011-05-16 13:46:54.639424,106172,,,,,,,105935,,"",12,
2576,Omocestus burri,2011-05-16 13:46:54.645442,2011-05-16 13:46:54.645442,102068,,,,,,,106172,,"",13,
2577,Omocestus antigai,2011-05-16 13:46:54.651383,2011-05-16 13:46:54.651383,106173,,,,,,,106172,,"",13,
2578,Omocestus bolivari,2011-05-16 13:46:54.6574,2011-05-16 13:46:54.6574,106174,,,,,,,106172,,"",13,
2579,Omocestus femoralis,2011-05-16 13:46:54.663358,2011-05-16 13:46:54.663358,106175,,,,,,,106172,,"",13,
2580,Omocestus navasi,2011-05-16 13:46:54.669504,2011-05-16 13:46:54.669504,106176,,,,,,,106172,,"",13,
2581,Tropidopola,2011-05-16 13:46:54.675654,2011-05-16 13:46:54.675654,106321,,,,,,,105935,,"",12,
2582,Tropidopola cylindrica,2011-05-16 13:46:54.681653,2011-05-16 13:46:54.681653,106322,,,,,,,106321,,"",13,
2583,Xerohippus,2011-05-16 13:46:54.68763,2011-05-16 13:46:54.68763,107222,,,,,,,105935,,"",12,
2584,Xerohippus occidentalis,2011-05-16 13:46:54.693625,2011-05-16 13:46:54.693625,102071,,,,,,,107222,,"",13,
2585,Sphingonotus,2011-05-16 13:46:54.770959,2011-05-16 13:46:54.770959,107224,,,,,,,105935,,"",12,
2586,Sphingonotus octofasciatus,2011-05-16 13:46:54.777598,2011-05-16 13:46:54.777598,102073,,,,,,,107224,,"",13,
2587,Gryllidae,2011-05-16 13:46:54.783948,2011-05-16 13:46:54.783948,106075,,,,,,,20199,,"",11,
2588,Eugryllodes,2011-05-16 13:46:54.790225,2011-05-16 13:46:54.790225,106059,,,,,,,106075,,"",12,
2589,Eugryllodes carrascoi,2011-05-16 13:46:54.79651,2011-05-16 13:46:54.79651,106060,,,,,,,106059,,"",13,
2590,Petaloptila,2011-05-16 13:46:54.802853,2011-05-16 13:46:54.802853,107225,,,,,,,106075,,"",12,
2591,Petaloptila baenai,2011-05-16 13:46:54.809143,2011-05-16 13:46:54.809143,102074,,,,,,,107225,,"",13,
2592,Discoptila,2011-05-16 13:46:54.815589,2011-05-16 13:46:54.815589,108356,,,,,,,106075,,"",12,
2593,Discoptila fragosoi,2011-05-16 13:46:54.821849,2011-05-16 13:46:54.821849,108357,,,,,,,108356,,"",13,
2594,Pamphagidae,2011-05-16 13:46:54.828162,2011-05-16 13:46:54.828162,106194,,,,,,,20199,,"",11,
2595,Acinipe,2011-05-16 13:46:54.834405,2011-05-16 13:46:54.834405,105933,,,,,,,106194,,"",12,
2596,Acinipe comptei,2011-05-16 13:46:54.840708,2011-05-16 13:46:54.840708,105934,,,,,,,105933,,"",13,
2597,Eumigus,2011-05-16 13:46:54.846865,2011-05-16 13:46:54.846865,106061,,,,,,,106194,,"",12,
2598,Eumigus cucullatus,2011-05-16 13:46:54.853025,2011-05-16 13:46:54.853025,106062,,,,,,,106061,,"",13,
2599,Eumigus monticola,2011-05-16 13:46:54.859139,2011-05-16 13:46:54.859139,106063,,,,,,,106061,,"",13,
2600,Eumigus punctatus,2011-05-16 13:46:54.865289,2011-05-16 13:46:54.865289,106064,,,,,,,106061,,"",13,
2601,Eumigus rubioi,2011-05-16 13:46:54.871263,2011-05-16 13:46:54.871263,109685,,,,,,,106061,,"",13,
2602,Tettigoniidae,2011-05-16 13:46:54.877282,2011-05-16 13:46:54.877282,106292,,,,,,,20199,,"",11,
2603,Canariola,2011-05-16 13:46:54.883331,2011-05-16 13:46:54.883331,105984,,,,,,,106292,,"",12,
2604,Canariola emarginata,2011-05-16 13:46:54.889324,2011-05-16 13:46:54.889324,105985,,,,,,,105984,,"",13,
2605,Ctenodecticus,2011-05-16 13:46:54.895396,2011-05-16 13:46:54.895396,106025,,,,,,,106292,,"",12,
2606,Ctenodecticus ramburi,2011-05-16 13:46:54.901431,2011-05-16 13:46:54.901431,106026,,,,,,,106025,,"",13,
2607,Ctenodecticus major,2011-05-16 13:46:54.907425,2011-05-16 13:46:54.907425,107298,,,,,,,106025,,"",13,
2608,Ephippigerida,2011-05-16 13:46:54.913514,2011-05-16 13:46:54.913514,106046,,,,,,,106292,,"",12,
2609,Ephippigerida paulinoi,2011-05-16 13:46:54.919553,2011-05-16 13:46:54.919553,106047,,,,,,,106046,,"",13,
2610,Pycnogaster,2011-05-16 13:46:54.925632,2011-05-16 13:46:54.925632,106243,,,,,,,106292,,"",12,
2611,Pycnogaster inermis,2011-05-16 13:46:54.931628,2011-05-16 13:46:54.931628,106244,,,,,,,106243,,"",13,
2612,Pycnogaster sanchezgomezi,2011-05-16 13:46:54.937711,2011-05-16 13:46:54.937711,106333,,,,,,,106243,,"",13,
2613,Pycnogaster sanchezgomezi subsp. sanchezgomezi,2011-05-16 13:46:54.943773,2011-05-16 13:46:54.943773,106245,,,,,,,106333,,"",14,
2614,Pycnogaster sanchezgomezi subsp. constricta,2011-05-16 13:46:54.949921,2011-05-16 13:46:54.949921,106246,,,,,,,106333,,"",14,
2615,Steropleurus,2011-05-16 13:46:54.956017,2011-05-16 13:46:54.956017,106273,,,,,,,106292,,"",12,
2616,Steropleurus andalusius,2011-05-16 13:46:54.962015,2011-05-16 13:46:54.962015,106274,,,,,,,106273,,"",13,
2617,Steropleurus martorelli,2011-05-16 13:46:54.968118,2011-05-16 13:46:54.968118,106275,,,,,,,106273,,"",13,
2618,Steropleurus panteli,2011-05-16 13:46:54.974218,2011-05-16 13:46:54.974218,106276,,,,,,,106273,,"",13,
2619,Steropleurus politus,2011-05-16 13:46:54.980293,2011-05-16 13:46:54.980293,106277,,,,,,,106273,,"",13,
2620,Steropleurus recticarinatus,2011-05-16 13:46:54.986376,2011-05-16 13:46:54.986376,106278,,,,,,,106273,,"",13,
2621,Steropleurus squamiferus,2011-05-16 13:46:54.992687,2011-05-16 13:46:54.992687,106279,,,,,,,106273,,"",13,
2622,Pterolepis,2011-05-16 13:46:54.998717,2011-05-16 13:46:54.998717,106334,,,,,,,106292,,"",12,
2623,Pterolepis nevadensis,2011-05-16 13:46:55.004781,2011-05-16 13:46:55.004781,102070,,,,,,,106334,,"",13,
2624,Pterolepis cordubensis,2011-05-16 13:46:55.010784,2011-05-16 13:46:55.010784,106335,,,,,,,106334,,"",13,
2625,Platycleis,2011-05-16 13:46:55.016886,2011-05-16 13:46:55.016886,107221,,,,,,,106292,,"",12,
2626,Platycleis intermedia,2011-05-16 13:46:55.022944,2011-05-16 13:46:55.022944,102069,,,,,,,107221,,"",13,
2627,Bradypodidae,2011-05-16 13:46:55.028954,2011-05-16 13:46:55.028954,107179,,,,,,,20199,,"",11,
2628,Dericorys,2011-05-16 13:46:55.035097,2011-05-16 13:46:55.035097,107223,,,,,,,20199,,"",11,
2629,Dericorys carthagonovae,2011-05-16 13:46:55.041206,2011-05-16 13:46:55.041206,102072,,,,,,,107223,,"",12,
2630,Dermaptera,2011-05-16 13:46:55.047265,2011-05-16 13:46:55.047265,20200,,,,,,,20196,,"",10,
2631,Forficulidae,2011-05-16 13:46:55.053424,2011-05-16 13:46:55.053424,109689,,,,,,,20200,,"",11,
2632,Eulithinus,2011-05-16 13:46:55.059442,2011-05-16 13:46:55.059442,109686,,,,,,,109689,,"",12,
2633,Eulithinus analis,2011-05-16 13:46:55.065494,2011-05-16 13:46:55.065494,109688,,,,,,,109686,,"",13,
2634,Embioptera,2011-05-16 13:46:55.142845,2011-05-16 13:46:55.142845,20201,,,,,,,20196,,"",10,
2635,Phasmida,2011-05-16 13:46:55.14933,2011-05-16 13:46:55.14933,20202,,,,,,,20196,,"",10,
2636,Plecoptera,2011-05-16 13:46:55.155681,2011-05-16 13:46:55.155681,20203,,,,,,,20196,,"",10,
2637,Gripoterygiidae,2011-05-16 13:46:55.161855,2011-05-16 13:46:55.161855,25031,,,,,,,20203,,"",11,
2638,Leuctridae,2011-05-16 13:46:55.168127,2011-05-16 13:46:55.168127,106126,,,,,,,20203,,"",11,
2639,Leuctra,2011-05-16 13:46:55.174445,2011-05-16 13:46:55.174445,105907,,,,,,,106126,,"",12,
2640,Leuctra bidula,2011-05-16 13:46:55.180642,2011-05-16 13:46:55.180642,105908,,,,,,,105907,,"",13,
2641,Leuctra iliberis,2011-05-16 13:46:55.186944,2011-05-16 13:46:55.186944,106125,,,,,,,105907,,"",13,
2642,Nemouridae,2011-05-16 13:46:55.193236,2011-05-16 13:46:55.193236,106164,,,,,,,20203,,"",11,
2643,Protonemura,2011-05-16 13:46:55.199457,2011-05-16 13:46:55.199457,106234,,,,,,,106164,,"",12,
2644,Protonemura alcazaba,2011-05-16 13:46:55.205786,2011-05-16 13:46:55.205786,106235,,,,,,,106234,,"",13,
2645,Nemoura,2011-05-16 13:46:55.211981,2011-05-16 13:46:55.211981,107229,,,,,,,106164,,"",12,
2646,Nemoura rifensis,2011-05-16 13:46:55.218264,2011-05-16 13:46:55.218264,102078,,,,,,,107229,,"",13,
2647,Perlidae,2011-05-16 13:46:55.224396,2011-05-16 13:46:55.224396,106204,,,,,,,20203,,"",11,
2648,Marthamea,2011-05-16 13:46:55.230592,2011-05-16 13:46:55.230592,106142,,,,,,,106204,,"",12,
2649,Marthamea selysii,2011-05-16 13:46:55.236833,2011-05-16 13:46:55.236833,106143,,,,,,,106142,,"",13,
2650,Perla,2011-05-16 13:46:55.242916,2011-05-16 13:46:55.242916,106202,,,,,,,106204,,"",12,
2651,Perla grandis,2011-05-16 13:46:55.248931,2011-05-16 13:46:55.248931,106203,,,,,,,106202,,"",13,
2652,Perlodidae,2011-05-16 13:46:55.255058,2011-05-16 13:46:55.255058,106207,,,,,,,20203,,"",11,
2653,Besdolus,2011-05-16 13:46:55.261108,2011-05-16 13:46:55.261108,105965,,,,,,,106207,,"",12,
2654,Besdolus bicolor,2011-05-16 13:46:55.267127,2011-05-16 13:46:55.267127,105966,,,,,,,105965,,"",13,
2655,Guadalgenus,2011-05-16 13:46:55.273248,2011-05-16 13:46:55.273248,106076,,,,,,,106207,,"",12,
2656,Guadalgenus franzi,2011-05-16 13:46:55.27925,2011-05-16 13:46:55.27925,106077,,,,,,,106076,,"",13,
2657,Perlodes,2011-05-16 13:46:55.285281,2011-05-16 13:46:55.285281,106205,,,,,,,106207,,"",12,
2658,Perlodes microcephalus,2011-05-16 13:46:55.291276,2011-05-16 13:46:55.291276,106206,,,,,,,106205,,"",13,
2659,Taeniopterygidae,2011-05-16 13:46:55.297405,2011-05-16 13:46:55.297405,106285,,,,,,,20203,,"",11,
2660,Rhabdiopteryx,2011-05-16 13:46:55.303512,2011-05-16 13:46:55.303512,106259,,,,,,,106285,,"",12,
2661,Rhabdiopteryx christinae,2011-05-16 13:46:55.309545,2011-05-16 13:46:55.309545,106260,,,,,,,106259,,"",13,
2662,Capniidae,2011-05-16 13:46:55.315634,2011-05-16 13:46:55.315634,106707,,,,,,,20203,,"",11,
2663,Chloroperlidae,2011-05-16 13:46:55.321672,2011-05-16 13:46:55.321672,106708,,,,,,,20203,,"",11,
2664,Paraneoptera,2011-05-16 13:46:55.3278,2011-05-16 13:46:55.3278,20204,,,,,,,20195,,"",9,
2665,Psocoptera,2011-05-16 13:46:55.333839,2011-05-16 13:46:55.333839,20205,,,,,,,20204,,"",10,
2666,Phthiraptera,2011-05-16 13:46:55.339879,2011-05-16 13:46:55.339879,20206,,,,,,,20204,,"",10,
2667,Thysanoptera,2011-05-16 13:46:55.345902,2011-05-16 13:46:55.345902,20207,,,,,,,20204,,"",10,
2668,Hemiptera,2011-05-16 13:46:55.351984,2011-05-16 13:46:55.351984,20208,,,,,,,20204,,"",10,
2669,Sternorrhyncha,2011-05-16 13:46:55.358295,2011-05-16 13:46:55.358295,106709,,,,,,,20208,,"",11,
2670,Clypeorrhyncha,2011-05-16 13:46:55.364391,2011-05-16 13:46:55.364391,106710,,,,,,,20208,,"",11,
2671,Archaeorrhyncha,2011-05-16 13:46:55.37041,2011-05-16 13:46:55.37041,106711,,,,,,,20208,,"",11,
2672,Prosorrhyncha,2011-05-16 13:46:55.376437,2011-05-16 13:46:55.376437,106712,,,,,,,20208,,"",11,
2673,Notonectoidea,2011-05-16 13:46:55.382491,2011-05-16 13:46:55.382491,106717,,,,,,,106712,,"",12,
2674,Notonectidae,2011-05-16 13:46:55.388531,2011-05-16 13:46:55.388531,106718,,,,,,,106717,,"",13,
2675,Pleidae,2011-05-16 13:46:55.394609,2011-05-16 13:46:55.394609,106719,,,,,,,106717,,"",13,
2676,Nepoidea,2011-05-16 13:46:55.400614,2011-05-16 13:46:55.400614,106720,,,,,,,106712,,"",12,
2677,Nepidae,2011-05-16 13:46:55.406889,2011-05-16 13:46:55.406889,106721,,,,,,,106720,,"",13,
2678,Corixoidea,2011-05-16 13:46:55.412987,2011-05-16 13:46:55.412987,106722,,,,,,,106712,,"",12,
2679,Naucoroidea,2011-05-16 13:46:55.41903,2011-05-16 13:46:55.41903,107103,,,,,,,106712,,"",12,
2680,Aphelocheiridae,2011-05-16 13:46:55.425177,2011-05-16 13:46:55.425177,107104,,,,,,,107103,,"",13,
2681,Naucoridae,2011-05-16 13:46:55.431188,2011-05-16 13:46:55.431188,107121,,,,,,,107103,,"",13,
2682,Gerroidea,2011-05-16 13:46:55.437293,2011-05-16 13:46:55.437293,106713,,,,,,,20208,,"",11,
2683,Gerridae,2011-05-16 13:46:55.514126,2011-05-16 13:46:55.514126,106714,,,,,,,106713,,"",12,
2684,Mesoveliidae,2011-05-16 13:46:55.520665,2011-05-16 13:46:55.520665,106715,,,,,,,106713,,"",12,
2685,Veliidae,2011-05-16 13:46:55.526924,2011-05-16 13:46:55.526924,106716,,,,,,,106713,,"",12,
2686,Rhagovelia,2011-05-16 13:46:55.533221,2011-05-16 13:46:55.533221,107228,,,,,,,106716,,"",13,
2687,Rhagovelia nigricans,2011-05-16 13:46:55.539438,2011-05-16 13:46:55.539438,102077,,,,,,,107228,,"",14,
2688,Hydrometridae,2011-05-16 13:46:55.545728,2011-05-16 13:46:55.545728,107118,,,,,,,106713,,"",12,
2689,Lygaeidae,2011-05-16 13:46:55.552041,2011-05-16 13:46:55.552041,107147,,,,,,,20208,,"",11,
2690,Leptodemus,2011-05-16 13:46:55.558388,2011-05-16 13:46:55.558388,97167,,,,,,,107147,,"",12,
2691,Leptodemus minutus,2011-05-16 13:46:55.564693,2011-05-16 13:46:55.564693,97073,,,,,,,97167,,"",13,
2692,Reduviidae,2011-05-16 13:46:55.571005,2011-05-16 13:46:55.571005,107148,,,,,,,20208,,"",11,
2693,Rhynocoris,2011-05-16 13:46:55.577309,2011-05-16 13:46:55.577309,97195,,,,,,,107148,,"",12,
2694,Rhynocoris lineaticornis,2011-05-16 13:46:55.583534,2011-05-16 13:46:55.583534,97096,,,,,,,97195,,"",13,
2695,Oligoneoptera,2011-05-16 13:46:55.589741,2011-05-16 13:46:55.589741,20209,,,,,,,20195,,"",9,
2696,Megaloptera,2011-05-16 13:46:55.595898,2011-05-16 13:46:55.595898,20210,,,,,,,20209,,"",10,
2697,Sialidae,2011-05-16 13:46:55.602104,2011-05-16 13:46:55.602104,107133,,,,,,,20210,,"",11,
2698,Rhaphidioptera,2011-05-16 13:46:55.608234,2011-05-16 13:46:55.608234,20211,,,,,,,20209,,"",10,
2699,Neuroptera,2011-05-16 13:46:55.614328,2011-05-16 13:46:55.614328,20212,,,,,,,20209,,"",10,
2700,Chrysopidae,2011-05-16 13:46:55.620361,2011-05-16 13:46:55.620361,106004,,,,,,,20212,,"",11,
2701,Chrysoperla,2011-05-16 13:46:55.626393,2011-05-16 13:46:55.626393,106002,,,,,,,106004,,"",12,
2702,Chrysoperla ankylopteryformis,2011-05-16 13:46:55.632537,2011-05-16 13:46:55.632537,106003,,,,,,,106002,,"",13,
2703,Coniopterygidae,2011-05-16 13:46:55.638551,2011-05-16 13:46:55.638551,106019,,,,,,,20212,,"",11,
2704,Coniopteryx,2011-05-16 13:46:55.645254,2011-05-16 13:46:55.645254,106020,,,,,,,106019,,"",12,
2705,Coniopteryx borealis,2011-05-16 13:46:55.651391,2011-05-16 13:46:55.651391,106021,,,,,,,106020,,"",13,
2706,Coleoptera,2011-05-16 13:46:55.657548,2011-05-16 13:46:55.657548,20213,,,,,,,20209,,"",10,
2707,Myxophaga,2011-05-16 13:46:55.663571,2011-05-16 13:46:55.663571,20246,,,,,,,20213,,"",11,
2708,Adephaga,2011-05-16 13:46:55.669677,2011-05-16 13:46:55.669677,20247,,,,,,,20213,,"",11,
2709,Dytiscidae,2011-05-16 13:46:55.675793,2011-05-16 13:46:55.675793,106043,,,,,,,20247,,"",12,
2710,Acilius,2011-05-16 13:46:55.681816,2011-05-16 13:46:55.681816,105931,,,,,,,106043,,"",13,
2711,Acilius duvergeri,2011-05-16 13:46:55.687864,2011-05-16 13:46:55.687864,105932,,,,,,,105931,,"",14,
2712,Cybister,2011-05-16 13:46:55.694007,2011-05-16 13:46:55.694007,106031,,,,,,,106043,,"",13,
2713,Cybister vulneratus,2011-05-16 13:46:55.700078,2011-05-16 13:46:55.700078,106032,,,,,,,106031,,"",14,
2714,Iberoporus,2011-05-16 13:46:55.706105,2011-05-16 13:46:55.706105,106095,,,,,,,106043,,"",13,
2715,Iberoporus cermenius,2011-05-16 13:46:55.712134,2011-05-16 13:46:55.712134,106096,,,,,,,106095,,"",14,
2716,Stictonectes,2011-05-16 13:46:55.718174,2011-05-16 13:46:55.718174,106806,,,,,,,106043,,"",13,
2717,Stictonectes escheri,2011-05-16 13:46:55.724462,2011-05-16 13:46:55.724462,106807,,,,,,,106806,,"",14,
2718,Stictonectes formosus,2011-05-16 13:46:55.730544,2011-05-16 13:46:55.730544,106808,,,,,,,106806,,"",14,
2719,Hydrochus,2011-05-16 13:46:55.736754,2011-05-16 13:46:55.736754,106809,,,,,,,106043,,"",13,
2720,Hydrochus algibensis,2011-05-16 13:46:55.742847,2011-05-16 13:46:55.742847,106810,,,,,,,106809,,"",14,
2721,Hydrochus tariqi,2011-05-16 13:46:55.74893,2011-05-16 13:46:55.74893,106811,,,,,,,106809,,"",14,
2722,Agabus,2011-05-16 13:46:55.755062,2011-05-16 13:46:55.755062,106812,,,,,,,106043,,"",13,
2723,Agabus hozgargantae,2011-05-16 13:46:55.761085,2011-05-16 13:46:55.761085,106813,,,,,,,106812,,"",14,
2724,Deronectes,2011-05-16 13:46:55.767097,2011-05-16 13:46:55.767097,106814,,,,,,,106043,,"",13,
2725,Deronectes algibensis,2011-05-16 13:46:55.773182,2011-05-16 13:46:55.773182,106815,,,,,,,106814,,"",14,
2726,Deronectes depresicollis,2011-05-16 13:46:55.779243,2011-05-16 13:46:55.779243,106816,,,,,,,106814,,"",14,
2727,Hydroporus,2011-05-16 13:46:55.785293,2011-05-16 13:46:55.785293,106817,,,,,,,106043,,"",13,
2728,Hydroporus basinotatus,2011-05-16 13:46:55.791351,2011-05-16 13:46:55.791351,106818,,,,,,,106817,,"",14,
2729,Haliplidae,2011-05-16 13:46:55.79743,2011-05-16 13:46:55.79743,106729,,,,,,,20247,,"",12,
2730,Gyrinidae,2011-05-16 13:46:55.803426,2011-05-16 13:46:55.803426,106732,,,,,,,20247,,"",12,
2731,Noteridae,2011-05-16 13:46:55.809439,2011-05-16 13:46:55.809439,106803,,,,,,,20247,,"",12,
2732,Canthydrus,2011-05-16 13:46:55.886595,2011-05-16 13:46:55.886595,106804,,,,,,,106803,,"",13,
2733,Canthydrus diophthalmus,2011-05-16 13:46:55.893662,2011-05-16 13:46:55.893662,106805,,,,,,,106804,,"",14,
2734,Hygrobiidae,2011-05-16 13:46:55.899938,2011-05-16 13:46:55.899938,107119,,,,,,,20247,,"",12,
2735,Polyphaga,2011-05-16 13:46:55.906224,2011-05-16 13:46:55.906224,20248,,,,,,,20213,,"",11,
2736,Cucujiformia,2011-05-16 13:46:55.912585,2011-05-16 13:46:55.912585,13412,,,,,,,20248,,"",12,
2737,Chrysomeloidea,2011-05-16 13:46:55.918855,2011-05-16 13:46:55.918855,13413,,,,,,,13412,,"",13,
2738,Cerambycidae,2011-05-16 13:46:55.925186,2011-05-16 13:46:55.925186,13414,,,,,,,13413,,"",14,
2739,Cerambyx,2011-05-16 13:46:55.931429,2011-05-16 13:46:55.931429,13415,,,,,,,13414,,"",15,
