id,specie,numero,distancia,desplazamiento,loc,date,year,nombre
734,Parus major,1,310,25,DIL,2008-03-03,2008,Robledal de Dílar
735,Cyanistes caeruleus,1,310,15,DIL,2008-03-03,2008,Robledal de Dílar
736,Erithacus rubecula,1,350,45,DIL,2008-03-03,2008,Robledal de Dílar
737,Turdus merula,3,400,15,DIL,2008-03-03,2008,Robledal de Dílar
738,Alectoris rufa,4,430,5,DIL,2008-03-03,2008,Robledal de Dílar
739,Garrulus glandarius,1,460,25,DIL,2008-03-03,2008,Robledal de Dílar
740,Aegithalos caudatus,1,460,15,DIL,2008-03-03,2008,Robledal de Dílar
741,Erithacus rubecula,1,480,5,DIL,2008-03-03,2008,Robledal de Dílar
742,Alectoris rufa,2,510,5,DIL,2008-03-03,2008,Robledal de Dílar
743,Parus major,1,510,25,DIL,2008-03-03,2008,Robledal de Dílar
744,Cyanistes caeruleus,1,520,5,DIL,2008-03-03,2008,Robledal de Dílar
745,Periparus ater,2,540,5,DIL,2008-03-03,2008,Robledal de Dílar
746,Fringilla coelebs,1,540,5,DIL,2008-03-03,2008,Robledal de Dílar
747,Turdus viscivorus,1,540,5,DIL,2008-03-03,2008,Robledal de Dílar
748,Garrulus glandarius,2,540,15,DIL,2008-03-03,2008,Robledal de Dílar
749,Fringilla coelebs,1,600,15,DIL,2008-03-03,2008,Robledal de Dílar
750,Emberiza cia,2,610,5,DIL,2008-03-03,2008,Robledal de Dílar
751,Turdus merula,1,730,15,DIL,2008-03-03,2008,Robledal de Dílar
752,Emberiza cia,2,800,5,DIL,2008-03-03,2008,Robledal de Dílar
753,Erithacus rubecula,1,950,5,DIL,2008-03-03,2008,Robledal de Dílar
754,Aegithalos caudatus,2,950,5,DIL,2008-03-03,2008,Robledal de Dílar
755,Garrulus glandarius,2,1010,15,DIL,2008-03-03,2008,Robledal de Dílar
756,Picus viridis,1,1010,25,DIL,2008-03-03,2008,Robledal de Dílar
757,Parus major,1,1010,15,DIL,2008-03-03,2008,Robledal de Dílar
758,Turdus merula,1,1050,15,DIL,2008-03-03,2008,Robledal de Dílar
759,Phoenicurus ochruros,5,1070,15,DIL,2008-03-03,2008,Robledal de Dílar
760,Turdus merula,1,150,5,DIL,2008-03-14,2008,Robledal de Dílar
761,Aegithalos caudatus,2,185,5,DIL,2008-03-14,2008,Robledal de Dílar
762,Emberiza cia,2,185,5,DIL,2008-03-14,2008,Robledal de Dílar
763,Parus major,1,190,15,DIL,2008-03-14,2008,Robledal de Dílar
764,Emberiza cia,2,320,25,DIL,2008-03-14,2008,Robledal de Dílar
765,Phoenicurus ochruros,1,450,5,DIL,2008-03-14,2008,Robledal de Dílar
766,Turdus merula,1,510,25,DIL,2008-03-14,2008,Robledal de Dílar
767,Cyanistes caeruleus,1,590,5,DIL,2008-03-14,2008,Robledal de Dílar
768,Erithacus rubecula,1,590,5,DIL,2008-03-14,2008,Robledal de Dílar
769,Parus major,1,670,15,DIL,2008-03-14,2008,Robledal de Dílar
770,Erithacus rubecula,2,680,15,DIL,2008-03-14,2008,Robledal de Dílar
771,Cyanistes caeruleus,1,730,25,DIL,2008-03-14,2008,Robledal de Dílar
772,Periparus ater,2,740,15,DIL,2008-03-14,2008,Robledal de Dílar
773,Turdus merula,1,765,45,DIL,2008-03-14,2008,Robledal de Dílar
774,Cyanistes caeruleus,1,765,45,DIL,2008-03-14,2008,Robledal de Dílar
775,Cyanistes caeruleus,1,920,25,DIL,2008-03-14,2008,Robledal de Dílar
776,Cyanistes caeruleus,1,965,15,DIL,2008-03-14,2008,Robledal de Dílar
777,Parus major,1,965,5,DIL,2008-03-14,2008,Robledal de Dílar
778,Cyanistes caeruleus,2,1090,5,DIL,2008-03-14,2008,Robledal de Dílar
779,Turdus merula,2,1110,15,DIL,2008-03-14,2008,Robledal de Dílar
780,Emberiza cia,1,1110,15,DIL,2008-03-14,2008,Robledal de Dílar
781,Parus major,1,1110,5,DIL,2008-03-14,2008,Robledal de Dílar
782,Parus major,1,1110,25,DIL,2008-03-14,2008,Robledal de Dílar
783,Cyanistes caeruleus,1,1210,45,DIL,2008-03-14,2008,Robledal de Dílar
784,Erithacus rubecula,1,1280,5,DIL,2008-03-14,2008,Robledal de Dílar
785,Cyanistes caeruleus,1,1280,15,DIL,2008-03-14,2008,Robledal de Dílar
786,Erithacus rubecula,1,1370,25,DIL,2008-03-14,2008,Robledal de Dílar
787,Alectoris rufa,2,1500,5,DIL,2008-03-14,2008,Robledal de Dílar
788,Emberiza cia,1,1500,25,DIL,2008-03-14,2008,Robledal de Dílar
789,Phoenicurus ochruros,1,1500,25,DIL,2008-03-14,2008,Robledal de Dílar
790,Erithacus rubecula,1,1550,15,DIL,2008-03-14,2008,Robledal de Dílar
791,Emberiza cia,2,1750,5,DIL,2008-03-14,2008,Robledal de Dílar
792,Phoenicurus ochruros,1,1750,15,DIL,2008-03-14,2008,Robledal de Dílar
793,Alectoris rufa,2,1770,15,DIL,2008-03-14,2008,Robledal de Dílar
794,Turdus merula,1,1870,25,DIL,2008-03-14,2008,Robledal de Dílar
795,Erithacus rubecula,1,2000,15,DIL,2008-03-14,2008,Robledal de Dílar
796,Garrulus glandarius,1,2020,5,DIL,2008-03-14,2008,Robledal de Dílar
797,Emberiza cia,1,2050,5,DIL,2008-03-14,2008,Robledal de Dílar
798,Alectoris rufa,1,2050,45,DIL,2008-03-14,2008,Robledal de Dílar
799,Aegithalos caudatus,2,2090,5,DIL,2008-03-14,2008,Robledal de Dílar
800,Erithacus rubecula,1,2090,15,DIL,2008-03-14,2008,Robledal de Dílar
801,Garrulus glandarius,1,2090,25,DIL,2008-03-14,2008,Robledal de Dílar
950,Parus major,2,5,5,CAM,2008-04-15,2008,Dehesa del Camarate
951,Erithacus rubecula,2,12,5,CAM,2008-04-15,2008,Dehesa del Camarate
952,Cyanistes caeruleus,1,100,5,CAM,2008-04-15,2008,Dehesa del Camarate
953,Parus major,2,82,5,CAM,2008-04-15,2008,Dehesa del Camarate
954,Turdus viscivorus,1,120,25,CAM,2008-04-15,2008,Dehesa del Camarate
955,Cyanistes caeruleus,4,120,5,CAM,2008-04-15,2008,Dehesa del Camarate
956,Emberiza cia,1,120,5,CAM,2008-04-15,2008,Dehesa del Camarate
957,Phoenicurus ochruros,1,170,25,CAM,2008-04-15,2008,Dehesa del Camarate
958,Emberiza cia,1,240,15,CAM,2008-04-15,2008,Dehesa del Camarate
959,Turdus viscivorus,1,280,5,CAM,2008-04-15,2008,Dehesa del Camarate
960,Emberiza cia,2,310,15,CAM,2008-04-15,2008,Dehesa del Camarate
961,Certhia brachydactyla,1,310,15,CAM,2008-04-15,2008,Dehesa del Camarate
962,Parus major,1,380,15,CAM,2008-04-15,2008,Dehesa del Camarate
963,Garrulus glandarius,1,450,5,CAM,2008-04-15,2008,Dehesa del Camarate
964,Emberiza cia,2,450,45,CAM,2008-04-15,2008,Dehesa del Camarate
965,Garrulus glandarius,3,630,25,CAM,2008-04-15,2008,Dehesa del Camarate
966,Sitta europaea,1,770,45,CAM,2008-04-15,2008,Dehesa del Camarate
967,Garrulus glandarius,1,1220,5,CAM,2008-04-15,2008,Dehesa del Camarate
968,Turdus merula,1,1250,5,CAM,2008-04-15,2008,Dehesa del Camarate
969,Pica pica,3,1300,5,CAM,2008-04-15,2008,Dehesa del Camarate
970,Alectoris rufa,2,1350,15,CAM,2008-04-15,2008,Dehesa del Camarate
971,Cyanistes caeruleus,2,1520,25,CAM,2008-04-15,2008,Dehesa del Camarate
972,Cyanistes caeruleus,1,1550,5,CAM,2008-04-15,2008,Dehesa del Camarate
973,Erithacus rubecula,1,1580,15,CAM,2008-04-15,2008,Dehesa del Camarate
974,Columba palumbus,2,1650,5,CAM,2008-04-15,2008,Dehesa del Camarate
975,Cyanistes caeruleus,1,1650,5,CAM,2008-04-15,2008,Dehesa del Camarate
976,Erithacus rubecula,1,1690,5,CAM,2008-04-15,2008,Dehesa del Camarate
977,Turdus merula,1,1710,5,CAM,2008-04-15,2008,Dehesa del Camarate
978,Erithacus rubecula,1,1770,15,CAM,2008-04-15,2008,Dehesa del Camarate
979,Erithacus rubecula,2,1860,15,CAM,2008-04-15,2008,Dehesa del Camarate
980,Cyanistes caeruleus,4,1950,5,CAM,2008-04-15,2008,Dehesa del Camarate
981,Aegithalos caudatus,2,2050,5,CAM,2008-04-15,2008,Dehesa del Camarate
982,Cyanistes caeruleus,1,2090,5,CAM,2008-04-15,2008,Dehesa del Camarate
983,Cyanistes caeruleus,1,2320,5,CAM,2008-04-15,2008,Dehesa del Camarate
984,Erithacus rubecula,1,2330,25,CAM,2008-04-15,2008,Dehesa del Camarate
985,Erithacus rubecula,1,2450,25,CAM,2008-04-15,2008,Dehesa del Camarate
986,Columba palumbus,1,60,15,CAM,2008-04-23,2008,Dehesa del Camarate
987,Cyanistes caeruleus,3,75,15,CAM,2008-04-23,2008,Dehesa del Camarate
988,Fringilla coelebs,1,85,5,CAM,2008-04-23,2008,Dehesa del Camarate
989,Cyanistes caeruleus,2,87,5,CAM,2008-04-23,2008,Dehesa del Camarate
990,Cyanistes caeruleus,2,120,5,CAM,2008-04-23,2008,Dehesa del Camarate
991,Certhia brachydactyla,1,140,5,CAM,2008-04-23,2008,Dehesa del Camarate
992,Cyanistes caeruleus,2,150,5,CAM,2008-04-23,2008,Dehesa del Camarate
993,Cyanistes caeruleus,1,150,15,CAM,2008-04-23,2008,Dehesa del Camarate
994,Parus major,1,200,35,CAM,2008-04-23,2008,Dehesa del Camarate
995,Alectoris rufa,2,275,5,CAM,2008-04-23,2008,Dehesa del Camarate
996,Serinus serinus,2,310,5,CAM,2008-04-23,2008,Dehesa del Camarate
997,Fringilla coelebs,2,323,35,CAM,2008-04-23,2008,Dehesa del Camarate
998,Fringilla coelebs,1,380,5,CAM,2008-04-23,2008,Dehesa del Camarate
999,Parus major,3,400,15,CAM,2008-04-23,2008,Dehesa del Camarate
1000,Cyanistes caeruleus,2,440,5,CAM,2008-04-23,2008,Dehesa del Camarate
1001,Cyanistes caeruleus,2,660,5,CAM,2008-04-23,2008,Dehesa del Camarate
1002,Cyanistes caeruleus,1,680,5,CAM,2008-04-23,2008,Dehesa del Camarate
1003,Parus major,1,660,5,CAM,2008-04-23,2008,Dehesa del Camarate
1004,Picus viridis,1,665,35,CAM,2008-04-23,2008,Dehesa del Camarate
1005,Turdus viscivorus,1,780,25,CAM,2008-04-23,2008,Dehesa del Camarate
1006,Parus major,1,820,5,CAM,2008-04-23,2008,Dehesa del Camarate
1007,Fringilla coelebs,2,810,5,CAM,2008-04-23,2008,Dehesa del Camarate
1008,Emberiza cirlus,1,870,5,CAM,2008-04-23,2008,Dehesa del Camarate
1009,Cyanistes caeruleus,1,870,5,CAM,2008-04-23,2008,Dehesa del Camarate
1010,Fringilla coelebs,1,910,45,CAM,2008-04-23,2008,Dehesa del Camarate
1011,Cyanistes caeruleus,1,1190,35,CAM,2008-04-23,2008,Dehesa del Camarate
1012,Pica pica,1,1130,5,CAM,2008-04-23,2008,Dehesa del Camarate
1013,Cyanistes caeruleus,1,1150,5,CAM,2008-04-23,2008,Dehesa del Camarate
1014,Parus major,1,1150,5,CAM,2008-04-23,2008,Dehesa del Camarate
1015,Columba palumbus,1,1200,5,CAM,2008-04-23,2008,Dehesa del Camarate
1016,Cyanistes caeruleus,1,1260,5,CAM,2008-04-23,2008,Dehesa del Camarate
1017,Cyanistes caeruleus,1,1320,5,CAM,2008-04-23,2008,Dehesa del Camarate
1018,Turdus merula,1,1360,5,CAM,2008-04-23,2008,Dehesa del Camarate
1019,Parus major,2,1560,5,CAM,2008-04-23,2008,Dehesa del Camarate
1020,Parus major,1,1590,5,CAM,2008-04-23,2008,Dehesa del Camarate
1021,Turdus merula,1,1680,5,CAM,2008-04-23,2008,Dehesa del Camarate
1022,Erithacus rubecula,1,1690,5,CAM,2008-04-23,2008,Dehesa del Camarate
1023,Fringilla coelebs,1,1670,5,CAM,2008-04-23,2008,Dehesa del Camarate
1024,Cyanistes caeruleus,1,1680,5,CAM,2008-04-23,2008,Dehesa del Camarate
1025,Erithacus rubecula,2,1720,5,CAM,2008-04-23,2008,Dehesa del Camarate
1026,Turdus merula,1,1810,25,CAM,2008-04-23,2008,Dehesa del Camarate
1027,Erithacus rubecula,2,1850,5,CAM,2008-04-23,2008,Dehesa del Camarate
1028,Erithacus rubecula,2,1850,15,CAM,2008-04-23,2008,Dehesa del Camarate
1029,Erithacus rubecula,1,1890,45,CAM,2008-04-23,2008,Dehesa del Camarate
1030,Garrulus glandarius,1,1920,45,CAM,2008-04-23,2008,Dehesa del Camarate
1031,Erithacus rubecula,1,2010,5,CAM,2008-04-23,2008,Dehesa del Camarate
1032,Parus major,1,2040,5,CAM,2008-04-23,2008,Dehesa del Camarate
1033,Erithacus rubecula,1,2080,5,CAM,2008-04-23,2008,Dehesa del Camarate
1034,Erithacus rubecula,1,2070,45,CAM,2008-04-23,2008,Dehesa del Camarate
1035,Fringilla coelebs,1,2080,35,CAM,2008-04-23,2008,Dehesa del Camarate
1036,Alectoris rufa,2,2140,5,CAM,2008-04-23,2008,Dehesa del Camarate
1037,Erithacus rubecula,2,2320,45,CAM,2008-04-23,2008,Dehesa del Camarate
1038,Parus major,3,2400,5,CAM,2008-04-23,2008,Dehesa del Camarate
1039,Alectoris rufa,1,2450,5,CAM,2008-04-23,2008,Dehesa del Camarate
1136,Emberiza cia,1,90,5,GEN,2008-04-11,2008,Cortijo del Hornillo
1137,Fringilla coelebs,1,90,5,GEN,2008-04-11,2008,Cortijo del Hornillo
1138,Turdus viscivorus,2,180,45,GEN,2008-04-11,2008,Cortijo del Hornillo
1139,Emberiza cia,3,200,5,GEN,2008-04-11,2008,Cortijo del Hornillo
1140,Parus major,1,200,15,GEN,2008-04-11,2008,Cortijo del Hornillo
1141,Phoenicurus ochruros,1,330,35,GEN,2008-04-11,2008,Cortijo del Hornillo
1142,Serinus serinus,1,360,45,GEN,2008-04-11,2008,Cortijo del Hornillo
1143,Fringilla coelebs,1,370,5,GEN,2008-04-11,2008,Cortijo del Hornillo
1144,Turdus viscivorus,0,400,0,GEN,2008-04-11,2008,Cortijo del Hornillo
1145,Picus viridis,1,480,45,GEN,2008-04-11,2008,Cortijo del Hornillo
1146,Phoenicurus ochruros,1,490,5,GEN,2008-04-11,2008,Cortijo del Hornillo
1147,Oenanthe oenanthe,3,500,45,GEN,2008-04-11,2008,Cortijo del Hornillo
1148,Fringilla coelebs,2,480,45,GEN,2008-04-11,2008,Cortijo del Hornillo
1149,Phoenicurus ochruros,1,500,15,GEN,2008-04-11,2008,Cortijo del Hornillo
1150,Fringilla coelebs,2,540,5,GEN,2008-04-11,2008,Cortijo del Hornillo
1151,Emberiza cirlus,2,540,5,GEN,2008-04-11,2008,Cortijo del Hornillo
1152,Phoenicurus ochruros,1,910,5,GEN,2008-04-11,2008,Cortijo del Hornillo
1153,Parus major,1,1210,5,GEN,2008-04-11,2008,Cortijo del Hornillo
1154,Garrulus glandarius,2,1250,5,GEN,2008-04-11,2008,Cortijo del Hornillo
1155,Parus major,1,1490,5,GEN,2008-04-11,2008,Cortijo del Hornillo
1156,Periparus ater,1,1550,5,GEN,2008-04-11,2008,Cortijo del Hornillo
1157,Erithacus rubecula,1,1570,25,GEN,2008-04-11,2008,Cortijo del Hornillo
1158,Periparus ater,1,1580,15,GEN,2008-04-11,2008,Cortijo del Hornillo
1159,Turdus merula,1,1590,15,GEN,2008-04-11,2008,Cortijo del Hornillo
1160,Columba palumbus,2,1600,5,GEN,2008-04-11,2008,Cortijo del Hornillo
1161,Emberiza cia,2,1680,5,GEN,2008-04-11,2008,Cortijo del Hornillo
1162,Cyanistes caeruleus,1,1780,5,GEN,2008-04-11,2008,Cortijo del Hornillo
1163,Erithacus rubecula,1,1870,15,GEN,2008-04-11,2008,Cortijo del Hornillo
1164,Alectoris rufa,2,1920,15,GEN,2008-04-11,2008,Cortijo del Hornillo
1165,Erithacus rubecula,1,1950,15,GEN,2008-04-11,2008,Cortijo del Hornillo
1166,Erithacus rubecula,1,1990,5,GEN,2008-04-11,2008,Cortijo del Hornillo
1167,Cyanistes caeruleus,1,2030,45,GEN,2008-04-11,2008,Cortijo del Hornillo
1168,Periparus ater,2,2050,5,GEN,2008-04-11,2008,Cortijo del Hornillo
1169,Erithacus rubecula,1,2050,15,GEN,2008-04-11,2008,Cortijo del Hornillo
1170,Parus major,1,2090,15,GEN,2008-04-11,2008,Cortijo del Hornillo
1171,Cyanistes caeruleus,1,2090,5,GEN,2008-04-11,2008,Cortijo del Hornillo
1172,Emberiza cirlus,1,2090,15,GEN,2008-04-11,2008,Cortijo del Hornillo
1173,Emberiza cia,1,2090,15,GEN,2008-04-11,2008,Cortijo del Hornillo
1174,Alectoris rufa,1,2210,5,GEN,2008-04-11,2008,Cortijo del Hornillo
1175,Fringilla coelebs,1,2270,5,GEN,2008-04-11,2008,Cortijo del Hornillo
1176,Cyanistes caeruleus,1,2270,5,GEN,2008-04-11,2008,Cortijo del Hornillo
1177,Erithacus rubecula,1,180,5,GEN,2008-04-15,2008,Cortijo del Hornillo
1178,Fringilla coelebs,1,220,5,GEN,2008-04-15,2008,Cortijo del Hornillo
1179,Parus major,1,240,5,GEN,2008-04-15,2008,Cortijo del Hornillo
1180,Cyanistes caeruleus,1,250,15,GEN,2008-04-15,2008,Cortijo del Hornillo
1181,Phoenicurus ochruros,1,550,35,GEN,2008-04-15,2008,Cortijo del Hornillo
1182,Erithacus rubecula,1,560,35,GEN,2008-04-15,2008,Cortijo del Hornillo
1183,Turdus merula,1,1130,45,GEN,2008-04-15,2008,Cortijo del Hornillo
1184,Parus major,1,1270,15,GEN,2008-04-15,2008,Cortijo del Hornillo
1185,Turdus merula,1,1320,5,GEN,2008-04-15,2008,Cortijo del Hornillo
1186,Parus major,1,1330,5,GEN,2008-04-15,2008,Cortijo del Hornillo
1187,Alectoris rufa,2,1555,15,GEN,2008-04-15,2008,Cortijo del Hornillo
1188,Erithacus rubecula,1,1560,15,GEN,2008-04-15,2008,Cortijo del Hornillo
1189,Cyanistes caeruleus,3,1610,15,GEN,2008-04-15,2008,Cortijo del Hornillo
1190,Cyanistes caeruleus,1,1850,5,GEN,2008-04-15,2008,Cortijo del Hornillo
1191,Turdus merula,1,2080,45,GEN,2008-04-15,2008,Cortijo del Hornillo
1192,Turdus merula,1,2090,15,GEN,2008-04-15,2008,Cortijo del Hornillo
1193,Turdus viscivorus,2,2260,15,GEN,2008-04-15,2008,Cortijo del Hornillo
1194,Fringilla coelebs,2,2260,5,GEN,2008-04-15,2008,Cortijo del Hornillo
1195,Certhia brachydactyla,1,2260,5,GEN,2008-04-15,2008,Cortijo del Hornillo
1196,Picus viridis,1,2300,45,GEN,2008-04-15,2008,Cortijo del Hornillo
1197,Emberiza cia,4,2320,5,GEN,2008-04-15,2008,Cortijo del Hornillo
1387,Oenanthe hispanica,1,165,5,CAN,2008-04-01,2008,Robledal de Cáñar
1388,Cyanistes caeruleus,1,195,15,CAN,2008-04-01,2008,Robledal de Cáñar
1389,Cyanistes caeruleus,1,228,15,CAN,2008-04-01,2008,Robledal de Cáñar
1390,Cyanistes caeruleus,2,240,15,CAN,2008-04-01,2008,Robledal de Cáñar
1391,Alectoris rufa,2,277,25,CAN,2008-04-01,2008,Robledal de Cáñar
1392,Cyanistes caeruleus,1,300,5,CAN,2008-04-01,2008,Robledal de Cáñar
1393,Cyanistes caeruleus,1,320,5,CAN,2008-04-01,2008,Robledal de Cáñar
1394,Cyanistes caeruleus,2,333,5,CAN,2008-04-01,2008,Robledal de Cáñar
1395,Parus major,1,374,45,CAN,2008-04-01,2008,Robledal de Cáñar
1396,Cyanistes caeruleus,1,374,15,CAN,2008-04-01,2008,Robledal de Cáñar
1397,Cyanistes caeruleus,1,400,15,CAN,2008-04-01,2008,Robledal de Cáñar
1398,Cyanistes caeruleus,1,432,5,CAN,2008-04-01,2008,Robledal de Cáñar
1399,Cyanistes caeruleus,2,485,5,CAN,2008-04-01,2008,Robledal de Cáñar
1400,Cyanistes caeruleus,1,548,25,CAN,2008-04-01,2008,Robledal de Cáñar
1401,Parus major,1,680,15,CAN,2008-04-01,2008,Robledal de Cáñar
1402,Cyanistes caeruleus,1,680,15,CAN,2008-04-01,2008,Robledal de Cáñar
1403,Periparus ater,1,680,5,CAN,2008-04-01,2008,Robledal de Cáñar
1404,Cyanistes caeruleus,2,802,15,CAN,2008-04-01,2008,Robledal de Cáñar
1405,Cyanistes caeruleus,2,810,5,CAN,2008-04-01,2008,Robledal de Cáñar
1406,Cyanistes caeruleus,1,873,5,CAN,2008-04-01,2008,Robledal de Cáñar
1407,Cyanistes caeruleus,1,940,5,CAN,2008-04-01,2008,Robledal de Cáñar
1408,Cyanistes caeruleus,1,940,15,CAN,2008-04-01,2008,Robledal de Cáñar
1409,Cyanistes caeruleus,1,966,15,CAN,2008-04-01,2008,Robledal de Cáñar
1410,Turdus merula,1,968,5,CAN,2008-04-01,2008,Robledal de Cáñar
1411,Cyanistes caeruleus,3,1030,5,CAN,2008-04-01,2008,Robledal de Cáñar
1412,Cyanistes caeruleus,2,1180,5,CAN,2008-04-01,2008,Robledal de Cáñar
1413,Parus major,1,1180,45,CAN,2008-04-01,2008,Robledal de Cáñar
1414,Erithacus rubecula,1,1180,45,CAN,2008-04-01,2008,Robledal de Cáñar
1415,Cyanistes caeruleus,1,1210,5,CAN,2008-04-01,2008,Robledal de Cáñar
1416,Cyanistes caeruleus,1,1230,15,CAN,2008-04-01,2008,Robledal de Cáñar
1417,Cyanistes caeruleus,3,1240,5,CAN,2008-04-01,2008,Robledal de Cáñar
1418,Cyanistes caeruleus,1,1250,15,CAN,2008-04-01,2008,Robledal de Cáñar
1419,Cyanistes caeruleus,2,1270,25,CAN,2008-04-01,2008,Robledal de Cáñar
1420,Cyanistes caeruleus,3,1300,15,CAN,2008-04-01,2008,Robledal de Cáñar
1421,Sitta europaea,1,1300,15,CAN,2008-04-01,2008,Robledal de Cáñar
1422,Cyanistes caeruleus,2,1360,5,CAN,2008-04-01,2008,Robledal de Cáñar
1423,Parus major,1,1360,15,CAN,2008-04-01,2008,Robledal de Cáñar
1424,Periparus ater,1,1360,5,CAN,2008-04-01,2008,Robledal de Cáñar
1425,Cyanistes caeruleus,1,1410,5,CAN,2008-04-01,2008,Robledal de Cáñar
1426,Columba palumbus,2,1410,25,CAN,2008-04-01,2008,Robledal de Cáñar
1427,Cyanistes caeruleus,2,1430,5,CAN,2008-04-01,2008,Robledal de Cáñar
1428,Cyanistes caeruleus,2,1430,25,CAN,2008-04-01,2008,Robledal de Cáñar
1429,Cyanistes caeruleus,2,1440,5,CAN,2008-04-01,2008,Robledal de Cáñar
1430,Cyanistes caeruleus,1,1520,5,CAN,2008-04-01,2008,Robledal de Cáñar
1431,Cyanistes caeruleus,3,1570,5,CAN,2008-04-01,2008,Robledal de Cáñar
1432,Cyanistes caeruleus,1,1570,15,CAN,2008-04-01,2008,Robledal de Cáñar
1433,Parus major,1,1570,15,CAN,2008-04-01,2008,Robledal de Cáñar
1434,Cyanistes caeruleus,3,1600,5,CAN,2008-04-01,2008,Robledal de Cáñar
1435,Cyanistes caeruleus,1,1630,5,CAN,2008-04-01,2008,Robledal de Cáñar
1436,Cyanistes caeruleus,2,1670,15,CAN,2008-04-01,2008,Robledal de Cáñar
1437,Parus major,1,1680,25,CAN,2008-04-01,2008,Robledal de Cáñar
1438,Cyanistes caeruleus,3,1680,5,CAN,2008-04-01,2008,Robledal de Cáñar
1439,Picus viridis,1,1680,45,CAN,2008-04-01,2008,Robledal de Cáñar
1440,Cyanistes caeruleus,1,1710,25,CAN,2008-04-01,2008,Robledal de Cáñar
1441,Cyanistes caeruleus,1,1760,15,CAN,2008-04-01,2008,Robledal de Cáñar
1442,Sitta europaea,1,1820,25,CAN,2008-04-01,2008,Robledal de Cáñar
1443,Picus viridis,1,1890,45,CAN,2008-04-01,2008,Robledal de Cáñar
1444,Sitta europaea,1,2000,5,CAN,2008-04-01,2008,Robledal de Cáñar
1445,Sitta europaea,1,2000,15,CAN,2008-04-01,2008,Robledal de Cáñar
1446,Parus major,1,2100,35,CAN,2008-04-01,2008,Robledal de Cáñar
1447,Cyanistes caeruleus,2,2270,5,CAN,2008-04-01,2008,Robledal de Cáñar
1448,Cyanistes caeruleus,1,1,15,CAN,2008-04-22,2008,Robledal de Cáñar
1449,Fringilla coelebs,1,75,5,CAN,2008-04-22,2008,Robledal de Cáñar
1450,Cyanistes caeruleus,1,75,5,CAN,2008-04-22,2008,Robledal de Cáñar
1451,Cyanistes caeruleus,1,75,15,CAN,2008-04-22,2008,Robledal de Cáñar
1452,Parus major,1,75,35,CAN,2008-04-22,2008,Robledal de Cáñar
1453,Parus major,1,175,25,CAN,2008-04-22,2008,Robledal de Cáñar
1454,Cyanistes caeruleus,2,215,15,CAN,2008-04-22,2008,Robledal de Cáñar
1455,Cyanistes caeruleus,2,250,15,CAN,2008-04-22,2008,Robledal de Cáñar
1456,Emberiza cia,2,300,5,CAN,2008-04-22,2008,Robledal de Cáñar
1457,Garrulus glandarius,4,300,25,CAN,2008-04-22,2008,Robledal de Cáñar
1458,Parus major,1,320,25,CAN,2008-04-22,2008,Robledal de Cáñar
1459,Fringilla coelebs,1,320,15,CAN,2008-04-22,2008,Robledal de Cáñar
1460,Cyanistes caeruleus,1,340,5,CAN,2008-04-22,2008,Robledal de Cáñar
1461,Cyanistes caeruleus,1,375,5,CAN,2008-04-22,2008,Robledal de Cáñar
1462,Cyanistes caeruleus,3,385,5,CAN,2008-04-22,2008,Robledal de Cáñar
1463,Cyanistes caeruleus,2,475,25,CAN,2008-04-22,2008,Robledal de Cáñar
1464,Cyanistes caeruleus,1,545,15,CAN,2008-04-22,2008,Robledal de Cáñar
1465,Cyanistes caeruleus,1,580,25,CAN,2008-04-22,2008,Robledal de Cáñar
1466,Garrulus glandarius,1,580,35,CAN,2008-04-22,2008,Robledal de Cáñar
1467,Periparus ater,2,630,5,CAN,2008-04-22,2008,Robledal de Cáñar
1468,Cyanistes caeruleus,1,665,5,CAN,2008-04-22,2008,Robledal de Cáñar
1469,Cyanistes caeruleus,2,773,25,CAN,2008-04-22,2008,Robledal de Cáñar
1470,Certhia brachydactyla,1,836,15,CAN,2008-04-22,2008,Robledal de Cáñar
1471,Cyanistes caeruleus,1,855,15,CAN,2008-04-22,2008,Robledal de Cáñar
1472,Turdus viscivorus,4,855,25,CAN,2008-04-22,2008,Robledal de Cáñar
1473,Emberiza cia,2,875,5,CAN,2008-04-22,2008,Robledal de Cáñar
1474,Cyanistes caeruleus,2,916,15,CAN,2008-04-22,2008,Robledal de Cáñar
1475,Emberiza cia,1,916,25,CAN,2008-04-22,2008,Robledal de Cáñar
1476,Garrulus glandarius,1,975,25,CAN,2008-04-22,2008,Robledal de Cáñar
1477,Cyanistes caeruleus,2,975,15,CAN,2008-04-22,2008,Robledal de Cáñar
1478,Cyanistes caeruleus,1,1005,15,CAN,2008-04-22,2008,Robledal de Cáñar
1479,Cyanistes caeruleus,1,1010,35,CAN,2008-04-22,2008,Robledal de Cáñar
